#LST
453	proj.img
25	start.hed	511.81,  -0.613043,-5.596,4.452,1
1304	start.hed	508.60,  0.750060,-0.181,2.946,1
1506	start.hed	507.75,  -1.837030,-2.677,-1.337,1
2327	start.hed	503.91,  -1.030930,-1.067,2.671,0
2862	start.hed	502.81,  -1.477712,-2.739,4.391,0
3102	start.hed	511.79,  2.093719,5.505,-1.729,1
4077	start.hed	510.94,  2.984646,-2.770,-6.948,0
4749	start.hed	511.05,  1.867515,4.059,-2.706,1
4947	start.hed	516.66,  -1.370053,-7.741,-0.472,1
5334	start.hed	506.37,  -2.616325,1.339,-4.108,1
6045	start.hed	510.98,  -2.464254,-3.499,-11.209,1
7106	start.hed	502.50,  2.661452,3.481,-6.317,1
7595	start.hed	502.88,  2.549502,2.986,-2.839,1
7939	start.hed	508.53,  -2.554132,-3.879,12.982,0
8343	start.hed	502.67,  2.683240,-1.031,0.418,1
8595	start.hed	506.48,  1.555881,2.052,0.483,0
9562	start.hed	510.90,  2.946863,3.525,-2.043,1
9777	start.hed	517.40,  2.425766,7.685,1.992,1
11360	start.hed	501.09,  0.628813,0.881,4.825,0
11681	start.hed	509.46,  1.902483,2.693,-0.966,1
13474	start.hed	507.02,  1.139654,5.937,1.759,0
14050	start.hed	498.48,  -0.919719,-12.652,1.846,1
14208	start.hed	511.82,  0.265901,4.183,2.975,0
14113	start.hed	504.30,  0.038053,0.533,6.789,0
14994	start.hed	513.42,  -0.040077,3.486,4.685,0
15187	start.hed	512.78,  -0.018660,-2.638,12.857,1
15331	start.hed	503.92,  -0.715021,3.563,6.427,0
