#LST
439	proj.img
246	start.hed	536.85,  -1.981974,-10.995,6.188,0
64	start.hed	508.01,  -0.556542,3.279,4.373,0
2385	start.hed	506.66,  2.031598,3.674,-0.903,1
3749	start.hed	507.48,  0.534020,2.742,4.679,0
3777	start.hed	510.64,  0.528883,5.665,9.313,0
4134	start.hed	515.49,  1.901205,3.225,-2.486,0
4731	start.hed	503.87,  2.509619,6.045,-1.222,1
5222	start.hed	506.89,  -1.790793,-3.315,-4.904,1
5994	start.hed	515.94,  1.312335,4.734,-3.538,0
6919	start.hed	501.72,  2.151452,3.400,2.962,1
6751	start.hed	499.80,  -0.650093,-3.711,1.690,1
7925	start.hed	508.93,  -2.477976,-3.375,-6.528,0
9388	start.hed	511.31,  0.886817,10.738,6.491,0
10590	start.hed	507.31,  -0.126985,-1.239,1.343,1
11521	start.hed	503.61,  2.192193,3.574,-5.836,0
11603	start.hed	511.95,  -1.404392,-9.972,5.622,0
13097	start.hed	503.05,  2.636147,5.315,0.012,1
13111	start.hed	510.52,  -2.904351,-9.769,-4.913,0
13196	start.hed	505.30,  -0.309523,0.089,8.570,0
13381	start.hed	507.51,  -1.743270,-4.419,5.005,0
13535	start.hed	505.30,  -0.309523,0.089,8.570,0
14031	start.hed	505.62,  3.084626,-1.219,-8.126,0
14665	start.hed	515.77,  0.360525,1.124,8.248,1
14839	start.hed	513.82,  0.353823,0.851,8.404,1
15202	start.hed	503.74,  2.083035,-0.854,-8.665,0
14983	start.hed	505.55,  1.550174,3.956,-1.923,0
