#LST
362	proj.img
1116	start.hed	503.17,  1.089290,3.785,1.857,1
1397	start.hed	503.32,  1.385007,3.129,2.547,0
1600	start.hed	499.70,  -0.322938,1.786,3.416,1
1931	start.hed	509.61,  -0.410645,-3.327,3.619,0
2275	start.hed	511.05,  2.920954,-1.281,-3.234,1
2076	start.hed	509.33,  2.128048,4.246,-1.420,0
3026	start.hed	504.70,  -0.091965,3.893,10.090,1
3111	start.hed	503.09,  -0.154216,2.081,4.229,1
3057	start.hed	503.81,  -2.094741,-0.937,-1.653,0
3372	start.hed	510.57,  0.439015,9.550,11.019,0
4041	start.hed	508.09,  1.886430,0.850,-2.252,1
4323	start.hed	501.21,  -0.972478,-0.335,-2.949,0
4714	start.hed	507.55,  2.935359,4.252,-2.765,0
5721	start.hed	505.65,  -0.962384,-5.077,2.209,1
6202	start.hed	502.97,  2.209256,9.869,10.493,0
6802	start.hed	513.12,  -0.905445,-4.960,4.541,0
7065	start.hed	507.97,  -0.166758,-7.097,-0.250,0
7802	start.hed	505.51,  2.786821,5.964,-6.259,0
9304	start.hed	503.23,  1.155008,-0.159,11.676,0
9845	start.hed	507.86,  -2.681492,-2.106,-7.685,0
10144	start.hed	505.70,  1.354463,-3.278,3.986,0
11296	start.hed	508.66,  -2.620741,-3.208,-0.043,1
12705	start.hed	510.00,  -1.098395,-3.193,8.977,1
12757	start.hed	504.69,  -0.703610,-8.948,5.037,0
13480	start.hed	502.47,  -2.181663,-7.078,-4.160,0
14296	start.hed	507.07,  0.553865,5.950,5.860,1
14333	start.hed	508.57,  -2.784434,-1.249,-6.102,0
14600	start.hed	511.07,  -0.528834,-3.008,4.076,0
14781	start.hed	508.85,  2.234925,7.524,-6.260,0
