#LST
636	proj.img
456	start.hed	503.70,  2.794388,1.231,-5.621,1
2250	start.hed	506.07,  -1.797296,-2.546,-1.284,1
2189	start.hed	505.94,  2.881126,2.580,-11.020,1
2008	start.hed	504.56,  -1.149020,-9.014,-10.163,0
3961	start.hed	504.72,  -0.117535,-2.748,4.416,1
4194	start.hed	506.85,  1.258154,8.305,-2.020,0
5286	start.hed	508.41,  0.767510,1.689,5.886,0
5750	start.hed	509.52,  -0.581131,-4.546,4.673,0
5995	start.hed	507.02,  -0.490832,-1.678,5.338,1
6372	start.hed	510.60,  3.174240,-10.737,-4.052,0
6886	start.hed	509.65,  -2.212066,-2.809,-2.269,0
6593	start.hed	511.51,  2.287221,2.970,-3.976,0
7087	start.hed	507.03,  0.904394,6.345,2.350,1
8176	start.hed	504.19,  -0.379921,-3.631,1.601,1
8242	start.hed	502.74,  0.784057,-0.796,11.227,1
9055	start.hed	505.98,  -0.302870,-12.303,-7.537,1
9857	start.hed	507.92,  -0.529187,-3.763,6.265,0
10306	start.hed	514.13,  2.093200,3.036,-2.594,1
10748	start.hed	502.17,  -2.090452,-5.639,6.591,1
10780	start.hed	513.27,  0.132471,-1.317,2.842,0
11666	start.hed	511.72,  -0.640724,-0.248,6.508,0
12408	start.hed	508.67,  -1.033712,-2.659,4.821,0
13388	start.hed	504.49,  2.483729,2.453,-3.667,0
14659	start.hed	510.17,  -0.195565,1.094,4.535,1
