#LST
550	proj.img
451	start.hed	509.23,  -2.356523,-9.690,1.291,0
667	start.hed	502.41,  0.313880,-5.245,-0.428,0
418	start.hed	504.89,  -3.029999,-9.922,-8.198,0
801	start.hed	505.35,  1.219543,2.522,7.532,0
1749	start.hed	503.25,  -1.550086,-5.055,13.611,0
1635	start.hed	500.38,  0.652699,-6.275,10.914,1
2100	start.hed	518.23,  -1.816737,-4.849,-10.617,1
3346	start.hed	507.57,  1.112604,3.737,8.115,1
4429	start.hed	503.64,  1.908710,5.024,-1.618,0
5187	start.hed	506.75,  -2.954937,1.571,-11.802,1
5316	start.hed	507.60,  -2.728982,-5.102,-1.035,1
5545	start.hed	512.63,  2.022655,6.584,3.959,0
5593	start.hed	499.76,  0.669738,8.018,-11.518,1
6239	start.hed	509.60,  -0.000805,2.998,4.512,1
6412	start.hed	505.27,  -0.404056,-4.016,6.713,0
7400	start.hed	503.70,  -2.855043,1.989,-10.092,1
7606	start.hed	508.17,  -0.639044,-9.272,0.473,1
7842	start.hed	506.90,  1.041935,-3.045,-1.800,1
9514	start.hed	510.42,  -1.771523,-6.586,5.571,0
10063	start.hed	506.00,  2.975575,-6.780,-9.110,0
10314	start.hed	514.11,  -2.968997,2.186,-6.177,1
11261	start.hed	509.97,  3.080057,6.669,-5.463,1
11526	start.hed	512.17,  -0.708886,-13.024,-5.808,1
11679	start.hed	505.73,  1.203631,4.542,6.872,1
11637	start.hed	510.46,  -0.717980,-13.161,-5.982,1
14475	start.hed	505.87,  -1.485242,2.652,9.725,0
14976	start.hed	506.82,  -0.172289,9.944,8.936,1
