#LST
586	proj.img
413	start.hed	504.64,  1.919393,8.675,-2.906,0
1055	start.hed	506.03,  1.372600,9.662,-7.429,1
609	start.hed	504.53,  -2.094316,-6.287,-3.290,1
842	start.hed	506.10,  0.047845,6.739,2.913,1
2626	start.hed	505.54,  -1.199820,-5.997,-0.177,0
3303	start.hed	508.77,  1.543215,8.154,0.188,0
3220	start.hed	509.12,  1.545064,8.259,0.190,0
5411	start.hed	506.93,  1.654465,6.527,-10.416,1
6362	start.hed	505.30,  1.752733,4.052,2.951,0
6329	start.hed	514.93,  0.482748,-0.147,3.289,0
6402	start.hed	503.98,  2.031794,2.299,-8.453,1
6662	start.hed	510.80,  -0.682966,1.503,7.938,1
8771	start.hed	509.13,  1.741465,3.992,-5.740,1
9057	start.hed	506.98,  -3.094899,6.817,-7.337,0
9585	start.hed	510.18,  1.440810,5.841,1.109,0
9782	start.hed	505.49,  2.490578,9.189,4.679,0
10670	start.hed	503.81,  0.701149,-13.269,2.037,1
11898	start.hed	504.71,  -1.955145,-8.442,3.067,1
11946	start.hed	500.75,  2.509459,4.102,-3.282,0
12061	start.hed	510.11,  3.026549,-3.883,-1.595,0
12188	start.hed	510.11,  3.026549,-3.883,-1.595,0
12642	start.hed	501.59,  1.845922,-2.492,-6.113,1
13309	start.hed	506.64,  -2.011327,-0.477,-6.917,0
14149	start.hed	506.04,  0.293033,12.858,-2.131,1
15014	start.hed	508.58,  2.764021,-2.750,-6.010,1
15173	start.hed	515.47,  1.750905,6.511,4.763,0
