#LST
652	proj.img
1	start.hed	519.38,  2.054249,5.722,-0.542,0
1838	start.hed	520.68,  -0.514186,7.983,1.546,1
2039	start.hed	523.81,  1.049477,4.982,-1.700,1
2542	start.hed	511.66,  -1.069579,-5.149,3.852,1
2761	start.hed	505.67,  0.053504,-0.747,3.932,0
3470	start.hed	514.89,  -1.968981,-4.639,0.677,1
3639	start.hed	511.94,  -2.911114,-2.981,-3.291,1
4232	start.hed	510.26,  -0.046710,-0.105,5.292,1
4776	start.hed	511.11,  -1.285637,-4.747,0.143,1
4818	start.hed	516.89,  2.031870,3.099,-4.052,1
6217	start.hed	510.00,  -0.558971,-2.087,3.687,1
6599	start.hed	505.12,  -0.999665,-5.746,-3.690,0
6937	start.hed	507.98,  -1.820343,-7.697,-0.413,0
7659	start.hed	512.10,  -1.430298,-7.501,3.179,1
8421	start.hed	502.91,  -0.191835,-3.884,3.300,0
8885	start.hed	510.84,  3.019094,-5.338,-2.927,0
9386	start.hed	500.10,  -1.809234,-4.410,-0.629,1
9491	start.hed	518.73,  0.892467,-1.359,9.145,0
11648	start.hed	517.02,  2.006449,4.519,-1.101,1
11807	start.hed	507.60,  2.602480,-4.221,-7.817,1
11925	start.hed	506.48,  -2.309859,-5.687,-1.725,0
12130	start.hed	508.29,  -0.982006,-2.366,8.124,0
12257	start.hed	508.29,  -0.982006,-2.366,8.124,0
14250	start.hed	508.18,  2.594472,1.984,-3.612,1
14309	start.hed	503.79,  1.044748,0.182,-10.391,1
14344	start.hed	521.74,  0.428600,-4.336,12.480,0
15018	start.hed	505.00,  0.308522,6.565,6.709,1
