#LST
663	proj.img
6	start.hed	509.73,  1.945499,2.947,-1.085,1
35	start.hed	512.58,  -2.507649,-2.577,-0.800,1
525	start.hed	499.42,  -0.215436,-2.553,0.482,0
1566	start.hed	509.64,  -1.286001,-7.571,0.583,0
2748	start.hed	511.27,  1.420830,3.780,-0.018,1
2759	start.hed	504.04,  -1.637145,-2.497,2.757,1
3465	start.hed	508.47,  0.733578,1.872,6.549,0
3535	start.hed	505.33,  -2.880551,3.027,-0.817,1
3571	start.hed	506.40,  -1.393920,-2.174,-0.440,0
4123	start.hed	513.44,  1.374745,2.651,0.184,1
4508	start.hed	501.98,  -0.553220,-11.407,6.779,1
5188	start.hed	505.69,  -0.590389,-3.784,5.801,0
6526	start.hed	508.72,  -2.754751,-3.668,-1.937,1
7423	start.hed	510.07,  -1.895323,-5.375,-0.701,1
8106	start.hed	503.02,  -2.446245,1.201,-3.149,0
9088	start.hed	509.27,  -1.682219,-1.254,1.471,1
9454	start.hed	508.09,  0.438620,-5.172,8.349,0
9829	start.hed	510.81,  2.168863,3.773,-0.661,0
10213	start.hed	521.50,  1.596107,10.848,1.050,1
10266	start.hed	509.46,  0.694689,5.470,9.930,1
10283	start.hed	505.04,  -2.647538,-7.774,-7.613,1
11112	start.hed	503.02,  -2.446245,1.201,-3.149,0
12019	start.hed	507.76,  2.081954,0.114,-2.101,1
12146	start.hed	507.76,  2.081954,0.114,-2.101,1
12566	start.hed	503.23,  1.100030,3.674,4.317,1
12592	start.hed	509.18,  2.666369,0.972,-4.276,1
12862	start.hed	505.07,  1.101620,3.581,4.344,1
13775	start.hed	506.20,  -0.915381,-3.615,-0.424,0
14011	start.hed	511.98,  0.022225,1.228,2.805,1
14012	start.hed	505.95,  -1.907563,-11.831,-1.508,1
14844	start.hed	504.15,  -2.870275,0.340,-5.750,0
15345	start.hed	508.67,  -2.232349,-4.305,10.518,0
