#LST
489	proj.img
896	start.hed	505.41,  -2.346172,-11.945,5.808,0
1227	start.hed	513.76,  0.934311,3.420,-9.551,0
1147	start.hed	508.71,  -0.777332,-9.932,-0.066,1
1347	start.hed	505.34,  1.242897,1.726,11.262,0
5684	start.hed	505.66,  -1.774214,-6.012,6.052,1
5599	start.hed	501.07,  0.639168,-7.982,2.777,1
5933	start.hed	509.49,  -2.015343,-5.663,0.338,1
6172	start.hed	509.62,  1.772392,2.463,5.568,1
6397	start.hed	509.65,  -1.775568,-9.094,-10.421,1
6561	start.hed	503.74,  -0.549026,-6.448,-4.709,0
6848	start.hed	508.14,  0.842389,-2.276,6.611,0
7843	start.hed	502.73,  -0.075620,-6.450,-3.222,1
7908	start.hed	508.82,  1.570796,9.000,-6.000,0
8199	start.hed	501.73,  -1.712100,-2.255,-6.560,1
8969	start.hed	511.61,  1.459943,6.063,-2.044,1
9125	start.hed	508.53,  -0.298312,-5.825,12.419,1
9852	start.hed	509.36,  -2.343564,0.876,-6.008,1
10962	start.hed	509.56,  1.585956,8.847,-1.979,1
11203	start.hed	504.59,  1.523569,7.579,-5.172,0
12096	start.hed	525.17,  -1.980654,-11.992,8.370,0
12109	start.hed	509.75,  -2.866870,-4.073,-5.507,1
12223	start.hed	525.17,  -1.980654,-11.992,8.370,0
12236	start.hed	509.75,  -2.866870,-4.073,-5.507,1
12622	start.hed	500.79,  -2.103223,-4.805,-8.943,0
12683	start.hed	501.71,  -1.061771,0.592,6.980,0
14876	start.hed	505.98,  0.712514,-2.459,11.000,1
