#LST
326	proj.img
2389	start.hed	519.78,  -0.807021,-1.264,6.649,0
2582	start.hed	510.86,  2.240479,12.793,-3.715,1
2937	start.hed	507.37,  0.556837,1.380,5.698,1
2911	start.hed	511.28,  1.067275,5.108,4.868,1
3449	start.hed	517.97,  0.190064,0.539,10.352,1
4803	start.hed	502.02,  2.410686,-8.549,-6.470,1
4955	start.hed	509.86,  -2.517725,-5.225,-9.003,1
5121	start.hed	501.75,  1.232860,10.054,-4.775,0
5393	start.hed	506.06,  0.380010,5.568,6.548,1
5435	start.hed	508.20,  -2.539878,-10.357,1.668,1
5738	start.hed	513.00,  1.782489,4.770,-6.226,0
6183	start.hed	505.22,  0.917887,6.163,0.761,0
6296	start.hed	506.76,  2.420038,-0.661,-7.333,0
6885	start.hed	514.56,  -2.115498,-3.615,-2.602,0
6915	start.hed	507.31,  1.533324,7.049,7.662,1
6986	start.hed	510.74,  -0.539571,-4.485,3.559,1
7257	start.hed	508.17,  -3.080944,-5.865,-2.264,1
7488	start.hed	504.58,  -1.375005,-10.266,0.398,1
7581	start.hed	500.98,  1.275468,9.969,-1.224,0
7953	start.hed	510.94,  1.764742,-2.041,-7.592,0
8414	start.hed	509.39,  -1.350582,-6.344,11.171,0
8930	start.hed	509.95,  2.731513,0.193,-11.734,0
8846	start.hed	508.73,  -2.601437,-6.908,-1.509,0
10435	start.hed	509.99,  1.927052,9.044,8.399,1
11175	start.hed	512.78,  2.927791,-4.305,-4.085,0
11406	start.hed	505.49,  -0.667432,-7.061,0.736,1
11982	start.hed	509.00,  -0.215236,-7.653,-0.349,1
12336	start.hed	502.14,  2.436459,8.846,-6.591,0
12620	start.hed	507.84,  1.154540,11.363,9.139,0
12695	start.hed	509.06,  1.273486,5.117,-2.522,0
14528	start.hed	516.38,  1.803886,7.225,8.627,1
