#LST
389	proj.img
384	start.hed	501.47,  2.317681,9.801,-4.684,1
1057	start.hed	505.32,  -0.510921,-10.333,9.185,1
159	start.hed	508.24,  2.403069,2.098,-6.256,0
1458	start.hed	518.11,  -0.770679,-5.462,9.634,1
2151	start.hed	504.76,  0.119709,4.985,8.945,0
2469	start.hed	513.17,  -0.173618,-1.695,4.875,1
4288	start.hed	508.55,  -1.541944,-2.672,-3.342,1
4734	start.hed	511.38,  -1.574749,-4.809,-3.066,1
5756	start.hed	505.19,  -2.368446,0.354,-2.096,0
5979	start.hed	505.63,  2.802717,9.407,-7.412,1
6458	start.hed	504.78,  -0.138331,-1.579,3.527,1
6499	start.hed	505.76,  2.668520,-1.853,-5.214,0
6880	start.hed	508.57,  -2.476417,-6.954,-1.738,0
7569	start.hed	506.30,  2.267049,-0.472,-5.105,0
9128	start.hed	498.26,  -0.377090,-1.705,5.810,1
9323	start.hed	510.47,  1.134621,1.598,4.664,1
9216	start.hed	513.31,  -2.053830,-5.860,-8.360,1
9720	start.hed	507.87,  -1.741660,-4.907,2.757,0
9804	start.hed	500.49,  -2.067695,-4.093,4.230,0
9909	start.hed	503.70,  1.207704,4.902,5.362,1
10195	start.hed	508.92,  -2.388130,-1.529,-4.496,1
13693	start.hed	508.23,  -0.801619,-2.441,-0.028,1
14434	start.hed	508.87,  2.195112,1.040,5.219,0
14503	start.hed	503.53,  -2.413349,8.301,-11.059,0
14996	start.hed	512.62,  0.973871,5.646,5.335,0
15063	start.hed	507.38,  -1.395571,-5.934,-12.430,1
15261	start.hed	510.21,  3.045121,-8.773,-3.109,0
15314	start.hed	506.92,  1.714946,4.664,0.219,1
