#LST
691	proj.img
784	start.hed	517.88,  0.704408,2.889,1.978,1
1167	start.hed	501.56,  1.090383,-5.533,13.222,0
1294	start.hed	513.18,  2.447398,5.085,-3.570,0
1686	start.hed	507.42,  2.825484,0.894,7.150,0
2425	start.hed	508.56,  0.209292,5.181,4.154,0
2445	start.hed	505.08,  0.209147,2.762,12.106,0
2177	start.hed	501.26,  -0.887930,2.861,4.895,0
2775	start.hed	509.74,  -1.034647,-0.351,-1.496,0
3017	start.hed	506.77,  2.824705,4.556,-6.080,1
3441	start.hed	511.09,  1.598014,6.022,4.232,1
4260	start.hed	509.24,  1.610411,0.248,-1.302,0
4125	start.hed	512.76,  1.430489,3.730,-1.284,0
4556	start.hed	504.76,  -0.332501,-5.067,2.503,1
4645	start.hed	510.37,  2.463006,1.008,-2.696,0
5350	start.hed	501.24,  1.075031,12.278,4.897,1
6066	start.hed	506.85,  1.420735,3.719,-0.750,0
6930	start.hed	523.85,  -3.014622,1.687,-9.902,1
7433	start.hed	504.27,  -0.063787,-2.165,4.915,1
7459	start.hed	505.06,  -1.152758,-6.884,-1.601,1
7340	start.hed	509.71,  0.984364,2.024,2.633,1
7553	start.hed	507.99,  1.356128,5.615,-0.817,0
8607	start.hed	507.87,  -0.813052,-4.277,0.848,0
9102	start.hed	507.17,  2.947009,4.354,0.294,1
10002	start.hed	506.96,  0.693904,4.329,1.288,0
11905	start.hed	516.11,  -0.745336,3.814,5.744,0
12670	start.hed	502.98,  -2.392722,8.054,-6.966,1
13394	start.hed	509.18,  0.762631,-0.373,7.031,1
13778	start.hed	505.61,  2.222742,2.312,-3.529,0
13912	start.hed	517.53,  -0.627715,-1.375,4.014,0
14000	start.hed	507.44,  0.786404,5.833,1.534,0
15128	start.hed	511.77,  2.245669,2.066,-3.413,0
