#LST
465	proj.img
778	start.hed	500.16,  -1.446064,-8.691,-10.330,0
793	start.hed	512.97,  -1.106160,-2.023,4.119,1
706	start.hed	504.48,  1.465747,2.399,8.262,0
1081	start.hed	503.17,  -0.531468,5.361,7.485,1
1917	start.hed	511.88,  2.526663,0.295,-6.426,1
2273	start.hed	507.15,  0.479916,6.694,1.299,1
2114	start.hed	504.13,  1.912129,3.603,-7.286,1
2539	start.hed	513.24,  0.762706,-11.828,-7.571,0
2692	start.hed	502.94,  -2.872305,8.841,11.648,1
3038	start.hed	505.47,  -0.500194,2.851,6.392,1
3374	start.hed	503.43,  1.463715,5.186,-6.720,1
4035	start.hed	513.59,  -1.505611,0.510,-6.270,0
4214	start.hed	520.44,  0.499021,3.983,7.461,0
5950	start.hed	503.58,  -0.025354,7.286,0.219,1
6426	start.hed	504.10,  -2.787183,-8.684,-2.439,1
6774	start.hed	506.73,  -2.713178,-0.180,-5.122,0
7006	start.hed	514.77,  2.980840,-5.190,-5.395,1
7806	start.hed	505.49,  -1.575136,-11.074,-0.024,0
8039	start.hed	509.77,  -1.122206,-3.224,4.729,1
8111	start.hed	507.51,  -0.014118,-11.417,8.007,0
8706	start.hed	509.23,  -0.683662,-11.294,-0.149,0
8912	start.hed	505.93,  -0.515239,-2.659,3.258,0
9310	start.hed	515.57,  0.587937,-2.178,4.584,0
10130	start.hed	514.70,  1.877748,7.802,5.640,0
10224	start.hed	508.93,  -0.208609,-8.389,2.398,0
10563	start.hed	508.00,  2.853340,5.044,-6.340,0
11044	start.hed	509.77,  -1.122206,-3.224,4.729,1
11117	start.hed	507.51,  -0.014118,-11.417,8.007,0
11272	start.hed	505.79,  1.019437,3.395,1.185,1
12027	start.hed	505.32,  -2.586739,-5.324,-0.783,1
12154	start.hed	505.32,  -2.586739,-5.324,-0.783,1
13107	start.hed	502.16,  2.560893,-0.128,-10.951,0
13187	start.hed	510.51,  -1.884418,-4.730,0.147,1
13526	start.hed	510.51,  -1.884418,-4.730,0.147,1
14741	start.hed	513.18,  1.962091,7.617,2.599,0
