#LST
559	proj.img
1114	start.hed	510.85,  0.035080,7.024,2.269,0
292	start.hed	505.07,  -2.517890,0.802,-11.156,1
625	start.hed	511.23,  0.748804,3.534,2.642,1
1344	start.hed	497.59,  0.470764,-0.678,0.831,0
2333	start.hed	505.94,  2.046913,12.507,-2.763,0
2494	start.hed	509.42,  -0.358619,2.629,8.689,0
2861	start.hed	499.82,  -2.263650,3.371,-1.382,1
3293	start.hed	504.10,  -0.395563,3.529,0.525,0
3353	start.hed	516.11,  -2.150341,-6.596,1.896,0
3210	start.hed	504.44,  -0.389308,3.678,0.376,0
4969	start.hed	508.80,  1.593674,6.915,0.506,1
4881	start.hed	504.49,  3.179677,3.546,-4.116,1
5670	start.hed	508.86,  -1.278085,-4.777,0.458,1
6208	start.hed	509.81,  -0.978172,-5.017,4.770,0
6620	start.hed	502.51,  -1.365818,-3.486,1.548,1
6634	start.hed	503.39,  -0.007862,-0.328,0.102,1
6658	start.hed	503.90,  -0.930912,-9.558,9.193,1
8265	start.hed	505.71,  1.597821,7.537,9.618,0
8571	start.hed	513.77,  0.185075,-9.384,7.034,0
8920	start.hed	510.24,  -0.612642,-6.072,1.772,1
9669	start.hed	502.42,  -1.933574,-6.764,0.960,0
10881	start.hed	507.13,  2.133290,6.502,2.423,1
11344	start.hed	505.39,  2.762826,4.112,-5.198,1
11990	start.hed	503.08,  -2.201757,2.061,-3.257,1
13763	start.hed	515.02,  -3.098011,2.559,-2.825,1
14541	start.hed	500.35,  2.281133,12.887,5.407,0
