#LST
504	proj.img
919	start.hed	506.17,  -0.896378,-4.612,-2.526,0
2319	start.hed	509.32,  -1.197852,-11.366,8.662,0
3030	start.hed	506.98,  -1.571164,-3.086,3.996,0
3104	start.hed	506.34,  0.667323,2.340,2.339,0
3526	start.hed	510.91,  -0.805886,-7.551,3.570,1
3892	start.hed	510.74,  2.247042,9.267,-7.034,0
4164	start.hed	507.15,  1.659454,2.326,1.949,1
4570	start.hed	508.49,  -2.111500,-12.135,-6.947,1
4937	start.hed	505.17,  -0.160420,2.112,2.905,0
5102	start.hed	505.14,  2.204788,2.987,-6.480,0
5981	start.hed	505.24,  -0.194780,1.583,-2.281,1
6094	start.hed	510.21,  0.079505,-2.812,5.975,1
6946	start.hed	504.95,  -1.988867,-9.220,-4.892,1
7186	start.hed	506.50,  2.217973,0.293,-0.400,1
7192	start.hed	511.49,  -3.086059,-3.056,-7.624,0
7449	start.hed	503.88,  2.243732,0.340,4.940,1
7349	start.hed	506.93,  -1.765938,-12.382,3.798,0
7236	start.hed	504.80,  -2.909448,-4.832,-6.883,1
7513	start.hed	505.58,  0.023116,-0.185,10.074,0
7523	start.hed	504.92,  -1.951931,-8.434,3.056,0
7532	start.hed	505.71,  1.688802,-4.855,-0.602,1
7534	start.hed	501.03,  1.733773,-7.319,2.825,1
8442	start.hed	509.48,  -1.508159,-6.808,0.453,0
8469	start.hed	505.01,  -3.052921,9.099,-6.827,1
8721	start.hed	508.32,  -0.911380,8.173,6.601,0
9691	start.hed	507.04,  1.246281,7.734,1.682,0
10138	start.hed	503.36,  2.755672,1.046,-3.482,1
10543	start.hed	508.88,  -0.930537,12.472,3.139,0
10704	start.hed	510.92,  1.337200,3.786,1.064,0
10624	start.hed	503.59,  2.154770,7.298,-4.753,1
10922	start.hed	509.17,  3.157475,-2.417,-5.458,1
12411	start.hed	506.50,  -2.651792,-6.153,-11.111,1
12575	start.hed	502.85,  2.109981,13.745,4.327,1
12594	start.hed	510.48,  -2.206388,-5.100,-2.382,0
12665	start.hed	510.29,  2.476705,0.984,-7.211,0
12871	start.hed	503.07,  2.113291,13.339,4.437,1
14715	start.hed	512.28,  -0.739030,-7.415,8.323,0
14791	start.hed	508.45,  -1.007202,-5.065,2.504,1
14890	start.hed	512.74,  -0.740809,-7.353,8.299,0
