#LST
177	proj.img
722	start.hed	505.95,  -2.140800,-11.163,-1.209,1
637	start.hed	508.39,  2.049066,11.645,-5.563,1
1477	start.hed	504.74,  -0.122778,-6.105,6.895,0
1738	start.hed	505.11,  1.295168,3.548,3.456,1
2324	start.hed	512.34,  0.057339,5.974,7.085,1
2616	start.hed	513.60,  1.366928,11.450,2.329,0
2857	start.hed	507.91,  1.736475,12.253,-4.270,0
3334	start.hed	511.91,  1.021600,2.105,4.943,1
3401	start.hed	508.84,  2.042030,9.179,-6.095,0
3761	start.hed	511.18,  -2.053816,-3.366,-1.083,0
4635	start.hed	505.10,  2.480897,4.452,-6.404,0
4872	start.hed	503.38,  2.233979,7.157,-7.207,1
5159	start.hed	505.41,  -1.280736,-8.312,9.971,0
5668	start.hed	507.23,  -2.467963,-4.733,-10.230,0
5710	start.hed	500.11,  -2.967864,0.488,1.654,1
6237	start.hed	504.77,  -1.294453,-4.898,4.062,1
6285	start.hed	499.24,  0.223292,-1.683,9.795,1
6065	start.hed	498.80,  3.141409,0.996,-5.044,1
6168	start.hed	504.15,  -0.328817,-2.180,11.223,0
6517	start.hed	509.13,  -2.215039,-4.023,-6.228,0
6763	start.hed	514.32,  -1.530753,-6.080,2.040,0
7053	start.hed	506.64,  1.961152,6.306,-0.068,1
7813	start.hed	507.73,  1.623777,8.633,-2.260,0
8180	start.hed	512.76,  -2.637351,-3.350,-2.065,0
8539	start.hed	514.56,  -2.403961,-3.993,-10.270,1
8490	start.hed	503.43,  -0.326869,-3.142,1.845,1
9101	start.hed	507.41,  -2.416431,-4.012,-2.548,0
10255	start.hed	508.76,  1.524289,-0.200,-0.987,1
10794	start.hed	509.12,  -1.641665,-8.000,-1.877,1
11527	start.hed	506.66,  -0.254265,-4.661,5.301,1
11638	start.hed	506.81,  -0.253196,-4.547,5.266,1
12274	start.hed	508.36,  2.204548,4.498,-2.663,1
14112	start.hed	508.94,  -1.396456,-6.687,2.582,1
14247	start.hed	515.57,  -2.443759,-5.335,-7.639,1
14972	start.hed	504.11,  -0.047750,-0.471,2.280,0
