#LST
165	proj.img
1302	start.hed	505.83,  0.878065,3.393,1.657,1
1794	start.hed	510.97,  2.384712,1.583,13.043,0
2205	start.hed	506.29,  0.585645,5.641,-3.785,1
2671	start.hed	512.74,  2.142709,-4.446,-0.942,0
3483	start.hed	516.00,  -2.463439,-9.204,-0.786,1
3652	start.hed	518.59,  -2.544148,-0.184,-4.560,0
5128	start.hed	512.10,  -1.611456,-3.687,-1.516,0
6934	start.hed	506.45,  -2.505522,-9.698,2.139,1
7535	start.hed	507.17,  2.188412,-13.326,5.897,1
7641	start.hed	510.60,  -1.906896,-0.295,-6.519,0
8203	start.hed	507.46,  -0.373177,10.879,5.603,1
8294	start.hed	504.60,  1.544504,2.180,9.975,0
9236	start.hed	509.09,  -2.830543,4.985,-5.296,1
9574	start.hed	515.43,  2.350598,3.949,8.915,0
10231	start.hed	507.40,  2.351340,3.935,3.142,1
10311	start.hed	525.17,  -2.150916,-10.206,4.067,1
10564	start.hed	507.77,  -0.950370,-2.570,-4.152,0
10871	start.hed	513.66,  -1.147949,-5.392,-4.300,0
11989	start.hed	505.97,  -1.242871,-8.378,-6.510,0
12335	start.hed	504.46,  1.646127,3.434,1.367,0
12609	start.hed	504.77,  -2.661803,3.305,-13.005,0
13003	start.hed	507.58,  1.552724,5.307,-1.717,1
13037	start.hed	511.22,  -3.095279,4.905,-4.789,0
13413	start.hed	513.55,  -1.930620,-4.548,-10.032,0
13795	start.hed	518.22,  0.612970,-2.323,6.171,0
13949	start.hed	522.04,  0.107192,3.268,3.715,0
14051	start.hed	507.98,  2.177691,-1.435,-13.086,1
14203	start.hed	513.60,  0.659670,3.655,4.521,1
14341	start.hed	513.79,  1.256014,6.510,-4.303,1
14348	start.hed	509.51,  0.127046,-3.994,4.663,0
14481	start.hed	507.56,  -2.419644,-5.503,-3.561,1
14707	start.hed	519.06,  0.421761,2.409,7.573,1
14849	start.hed	514.26,  2.556628,7.270,-2.200,0
14882	start.hed	518.21,  0.419747,2.300,7.556,1
14909	start.hed	519.68,  2.772412,5.945,5.796,0
