#LST
170	proj.img
1254	start.hed	507.07,  -1.796594,0.254,-2.139,0
1817	start.hed	508.97,  0.391977,-0.285,11.079,1
1936	start.hed	503.43,  -0.320952,-2.752,1.179,0
3612	start.hed	507.74,  -2.702914,-6.122,0.234,1
3845	start.hed	503.96,  0.934822,7.352,2.737,1
5453	start.hed	508.73,  -0.625973,-4.155,0.314,0
5727	start.hed	499.73,  -2.866840,3.341,-8.015,0
6550	start.hed	504.66,  0.830250,4.917,6.352,0
6703	start.hed	503.58,  0.995117,9.898,2.178,0
7324	start.hed	506.58,  0.853294,6.344,-2.537,0
7209	start.hed	502.49,  2.804169,10.486,4.176,0
7499	start.hed	503.91,  -2.764263,-4.915,1.624,1
7982	start.hed	504.62,  -1.241314,-13.259,-2.243,1
8719	start.hed	504.11,  -0.486196,14.334,-1.330,1
9038	start.hed	506.17,  3.273067,2.140,-8.398,1
9131	start.hed	500.63,  1.550168,6.676,1.467,0
9157	start.hed	509.26,  -2.130029,-6.831,0.072,1
9677	start.hed	505.31,  3.255810,-1.908,-0.265,1
10417	start.hed	506.32,  -2.082233,-9.772,-10.839,0
10643	start.hed	502.09,  -2.566372,-9.171,-0.037,1
11195	start.hed	514.24,  1.645940,7.508,-4.577,1
11788	start.hed	509.44,  1.003507,12.027,-6.921,0
11851	start.hed	498.38,  -1.657915,-1.990,-0.168,0
12005	start.hed	506.86,  2.450769,-13.217,4.774,1
12006	start.hed	505.35,  1.138327,9.204,-0.622,1
12547	start.hed	505.31,  -2.594894,-8.227,2.611,1
12549	start.hed	504.49,  1.040956,6.004,-1.119,1
12843	start.hed	504.92,  -2.593991,-8.227,2.685,1
12853	start.hed	507.09,  -0.243501,-0.322,6.228,1
13703	start.hed	520.92,  -0.595192,3.932,8.177,1
15039	start.hed	502.85,  -2.719623,-9.903,0.571,1
15057	start.hed	518.06,  -1.529888,0.025,-6.561,0
15188	start.hed	501.15,  -0.156857,2.391,-0.733,1
