#LST
145	proj.img
423	start.hed	503.12,  -1.302354,-0.348,7.085,0
840	start.hed	508.02,  -0.066408,-0.220,12.677,0
1138	start.hed	504.36,  -2.920727,-8.139,-0.518,0
1161	start.hed	506.04,  -0.464526,11.748,6.153,0
1698	start.hed	508.05,  0.448264,0.381,2.801,1
1983	start.hed	511.77,  1.168123,-9.828,6.368,1
3654	start.hed	508.73,  -1.026796,-3.966,-1.278,1
3793	start.hed	511.65,  2.196830,2.909,0.165,1
4596	start.hed	504.89,  -2.828374,-6.440,10.140,0
7327	start.hed	500.64,  -3.123343,12.660,5.481,0
8274	start.hed	503.88,  -2.263467,-12.596,3.896,0
8753	start.hed	503.33,  -1.897985,-2.208,9.518,0
9336	start.hed	522.54,  -0.926684,-5.082,5.389,0
10841	start.hed	506.96,  2.832583,-1.467,-6.920,1
11247	start.hed	501.20,  2.884341,8.784,5.068,1
11528	start.hed	506.87,  2.396905,-6.969,-9.964,0
11612	start.hed	508.06,  -0.468699,-5.364,6.521,1
11768	start.hed	508.64,  1.128877,6.958,2.294,0
11993	start.hed	501.49,  1.524715,-6.981,-10.361,0
11918	start.hed	503.54,  1.151977,3.459,5.026,1
11927	start.hed	507.60,  -2.760558,-6.038,0.108,0
11967	start.hed	509.30,  -2.077159,-10.984,3.905,1
12520	start.hed	504.55,  1.693967,2.273,-7.646,0
13454	start.hed	506.23,  -0.401271,9.391,10.341,1
14584	start.hed	515.36,  2.701492,8.608,-4.073,1
15090	start.hed	507.05,  3.065723,-9.167,-2.977,0
15304	start.hed	505.83,  -0.699108,-6.900,5.025,1
