#LST
94	proj.img
880	start.hed	507.44,  0.261656,10.621,-1.242,0
1228	start.hed	510.59,  2.178038,4.410,7.572,1
2304	start.hed	506.31,  2.650870,5.744,0.261,0
2087	start.hed	506.65,  3.055648,5.331,2.701,0
2426	start.hed	512.65,  0.614413,8.271,2.356,1
2777	start.hed	503.95,  2.228045,-3.352,-5.568,1
3123	start.hed	506.74,  2.587939,-0.079,2.082,1
4654	start.hed	515.58,  -3.238770,4.734,-2.399,0
5173	start.hed	509.73,  -0.467719,-3.671,-1.195,0
5210	start.hed	503.41,  0.017366,-0.789,4.143,1
5526	start.hed	511.36,  -2.153356,2.174,3.792,1
6777	start.hed	507.32,  -2.387906,-3.094,1.692,1
8118	start.hed	501.04,  -1.218483,7.163,11.061,1
9811	start.hed	505.16,  -0.573475,2.005,14.125,1
10064	start.hed	508.59,  0.377546,0.409,4.497,1
11124	start.hed	501.04,  -1.218483,7.163,11.061,1
11671	start.hed	513.53,  2.785596,8.078,0.735,0
11838	start.hed	506.86,  -0.939764,-10.650,-0.710,0
13206	start.hed	510.57,  -0.954535,-0.696,2.459,0
13545	start.hed	510.57,  -0.954535,-0.696,2.459,0
13618	start.hed	505.65,  2.678161,-12.690,-0.934,1
13952	start.hed	500.39,  -2.439708,1.372,-8.076,0
13976	start.hed	504.14,  -2.520043,8.025,-6.169,0
14370	start.hed	511.08,  -0.690366,-0.945,-8.454,1
14782	start.hed	508.05,  0.914751,-8.700,6.337,0
