#LST
217	proj.img
1467	start.hed	516.39,  -3.118345,-3.401,-2.007,0
1877	start.hed	504.29,  1.549085,5.920,1.240,0
1625	start.hed	505.93,  2.989579,2.263,1.587,0
1863	start.hed	503.75,  2.884740,3.840,-6.934,0
2661	start.hed	520.28,  2.072832,7.998,-12.107,1
2876	start.hed	507.15,  -1.326487,-5.487,1.532,1
2920	start.hed	514.99,  2.187116,7.497,-4.164,0
3324	start.hed	511.97,  0.336090,3.008,3.968,1
3491	start.hed	509.49,  -2.199287,-2.850,-2.416,0
4345	start.hed	510.80,  -2.460226,-7.594,-5.741,1
5034	start.hed	509.10,  -2.514388,-2.983,-11.670,0
5480	start.hed	505.47,  -2.952012,3.515,-4.499,0
6069	start.hed	504.71,  0.234994,-2.649,3.751,0
6222	start.hed	506.82,  -1.826941,-7.325,-0.453,1
6734	start.hed	501.18,  -0.491186,-12.899,5.230,0
7616	start.hed	505.79,  1.816829,10.271,-3.764,1
8061	start.hed	503.39,  0.477037,-0.613,6.957,0
7964	start.hed	502.29,  -2.254484,3.424,-13.018,1
8480	start.hed	505.69,  0.892550,1.921,6.651,0
8852	start.hed	513.89,  -2.892807,-6.935,-4.438,0
9884	start.hed	506.41,  -2.197620,-2.625,-6.114,0
10648	start.hed	504.30,  1.065001,5.149,7.728,1
11067	start.hed	503.39,  0.477037,-0.613,6.957,0
11743	start.hed	507.31,  -2.951306,5.146,-4.695,0
12382	start.hed	509.57,  2.490161,-4.074,1.639,0
12468	start.hed	499.88,  -1.187899,2.782,-4.541,1
12596	start.hed	504.02,  -0.164421,1.454,4.512,1
12937	start.hed	507.26,  2.576435,1.170,-5.994,1
13358	start.hed	504.14,  -3.007077,10.682,2.360,0
13366	start.hed	504.23,  -2.587790,-2.240,-7.323,0
13718	start.hed	503.19,  -1.538595,1.771,1.129,1
13880	start.hed	512.83,  -1.106875,-3.938,3.522,1
14118	start.hed	512.90,  -2.326111,-6.401,-1.784,1
14514	start.hed	512.79,  -1.953607,-6.388,0.298,1
14717	start.hed	505.95,  1.622410,6.691,-4.530,0
