#LST
527	proj.img
482	start.hed	507.21,  -2.328764,-10.794,1.970,1
1822	start.hed	509.26,  -1.053850,-5.635,5.638,1
2314	start.hed	505.23,  2.933266,3.797,-9.524,0
3021	start.hed	507.10,  -1.385875,-5.198,-1.420,0
3146	start.hed	517.03,  -2.492471,-5.761,-3.483,1
3229	start.hed	512.54,  -2.499057,-5.804,-2.722,1
3731	start.hed	514.33,  -0.874957,-1.016,2.179,1
4227	start.hed	509.78,  2.137242,3.826,-5.390,1
4409	start.hed	507.54,  -0.467636,-0.120,6.476,1
4521	start.hed	511.88,  2.889922,3.368,-5.353,0
4961	start.hed	503.22,  -2.603371,0.803,-1.651,1
5405	start.hed	506.34,  -1.347738,-12.344,-7.348,1
6256	start.hed	504.26,  0.391026,0.983,5.033,0
6500	start.hed	512.43,  -0.099016,5.432,10.301,1
6896	start.hed	506.37,  1.483740,9.494,2.214,0
7559	start.hed	504.57,  2.438845,2.213,-8.248,1
8462	start.hed	503.91,  1.429570,8.022,7.870,0
8747	start.hed	505.11,  -2.227756,1.713,-7.988,0
9387	start.hed	505.75,  2.773977,11.279,6.810,1
9823	start.hed	515.08,  -0.301417,3.071,12.481,1
10098	start.hed	512.80,  -0.580123,-5.488,-0.317,0
11375	start.hed	507.68,  1.410136,10.780,4.217,0
13348	start.hed	508.46,  1.633628,-10.000,-10.000,1
14911	start.hed	509.33,  -2.500977,-1.841,-7.133,0
