#LST
539	proj.img
601	start.hed	511.28,  -1.036429,-13.351,1.960,1
1386	start.hed	516.95,  -1.307941,-0.707,-0.229,1
1430	start.hed	515.03,  -2.393195,-6.682,-5.539,0
1532	start.hed	505.52,  0.445321,7.629,3.403,1
2755	start.hed	506.41,  -2.812791,4.855,-7.278,0
2942	start.hed	510.59,  2.779003,2.961,-4.561,1
3117	start.hed	506.50,  2.631208,-2.203,-6.077,1
3472	start.hed	513.11,  -1.568765,-1.994,1.013,0
3556	start.hed	510.26,  -2.158141,-4.757,-1.391,1
3697	start.hed	510.74,  1.210982,2.783,7.035,0
3740	start.hed	515.22,  -0.870196,-2.822,2.183,0
4120	start.hed	514.20,  -1.042846,-2.788,3.874,1
5192	start.hed	508.79,  -2.747012,-3.466,-1.470,1
5235	start.hed	503.98,  1.553499,7.012,-0.201,1
6450	start.hed	506.74,  -0.645313,-3.475,3.683,0
6674	start.hed	509.32,  -0.605718,-3.150,7.073,1
7029	start.hed	505.29,  2.375666,3.038,-1.279,0
7905	start.hed	505.97,  -2.434896,-2.295,-3.315,1
9472	start.hed	517.52,  1.387665,5.640,1.600,0
10077	start.hed	513.36,  1.236170,6.332,0.540,1
9943	start.hed	523.62,  -1.984572,-4.167,-3.814,0
10192	start.hed	513.55,  2.221016,8.255,-2.338,0
10372	start.hed	504.91,  -0.906823,-0.863,3.160,1
10400	start.hed	501.05,  1.049477,3.032,8.417,0
11014	start.hed	504.41,  -2.304577,-4.807,-4.039,1
12698	start.hed	506.68,  -0.866828,-2.315,3.662,1
14087	start.hed	502.90,  -2.755311,0.099,-6.925,0
14548	start.hed	509.37,  2.972676,2.549,-5.456,0
14773	start.hed	506.98,  -2.711982,-3.280,-8.924,0
15140	start.hed	509.82,  2.924400,0.195,-5.842,1
15288	start.hed	515.81,  -1.236040,-5.557,3.243,1
