#LST
544	proj.img
102	start.hed	512.44,  -1.798072,-1.625,4.702,0
181	start.hed	513.66,  -0.276229,-4.361,6.682,0
1790	start.hed	515.51,  2.115678,7.257,-10.002,0
2095	start.hed	510.22,  0.963831,6.446,-6.505,1
2219	start.hed	503.05,  -2.449256,-10.065,6.431,1
2236	start.hed	500.56,  -0.468997,-8.648,-11.285,0
2149	start.hed	510.36,  2.408862,4.460,-4.677,1
1987	start.hed	508.48,  0.215337,8.365,0.600,0
3145	start.hed	515.14,  -2.169165,-3.733,-1.752,1
3228	start.hed	514.45,  -2.166557,-3.747,-1.662,1
3635	start.hed	509.54,  -3.094784,1.754,-4.933,0
3572	start.hed	507.80,  2.071681,6.732,-1.793,0
3993	start.hed	513.46,  -2.768733,3.911,-11.308,0
4315	start.hed	511.96,  1.700411,5.787,0.360,1
4316	start.hed	506.31,  -2.042311,-10.468,3.901,1
4826	start.hed	507.12,  2.514610,3.076,-2.404,0
4949	start.hed	506.05,  0.656628,2.459,1.381,0
5502	start.hed	504.27,  -1.201280,-3.406,2.134,1
5772	start.hed	509.79,  1.720449,6.082,2.384,1
6014	start.hed	508.10,  2.503774,3.738,-3.490,0
7529	start.hed	509.54,  -0.603845,-4.281,-1.536,0
8003	start.hed	501.97,  -2.929512,-0.259,1.482,0
8014	start.hed	503.36,  1.715345,-1.346,8.578,0
8679	start.hed	505.93,  1.043162,1.804,5.396,1
9129	start.hed	508.67,  -1.054473,-10.791,7.904,1
9873	start.hed	514.36,  0.337959,-1.658,11.123,0
9982	start.hed	510.83,  -0.755067,-3.504,7.317,1
10479	start.hed	507.58,  -0.966610,-3.840,5.004,1
11460	start.hed	504.47,  -0.052340,2.381,3.022,0
11567	start.hed	503.17,  0.453997,3.788,6.376,1
11568	start.hed	504.45,  -0.056810,2.393,3.032,0
11732	start.hed	512.09,  -1.400338,-7.758,6.977,1
11839	start.hed	509.24,  -2.117535,2.230,-3.687,1
12128	start.hed	510.72,  0.164385,4.496,5.048,0
12255	start.hed	510.72,  0.164385,4.496,5.048,0
12313	start.hed	511.90,  2.102258,5.989,-2.735,0
12602	start.hed	513.31,  0.726937,6.876,6.183,0
12877	start.hed	504.55,  0.788697,5.764,5.590,1
13437	start.hed	508.52,  -2.938646,-1.280,-3.460,0
14329	start.hed	510.82,  -0.607248,-0.764,5.970,1
14932	start.hed	515.07,  0.953376,3.044,5.485,1
15180	start.hed	505.94,  0.573940,11.661,5.231,1
