#LST
258	proj.img
20	start.hed	507.44,  -3.182085,-1.893,-4.677,1
2014	start.hed	506.19,  -1.654306,-7.131,0.147,1
2776	start.hed	504.88,  1.787704,0.790,0.850,0
2906	start.hed	504.57,  1.886175,13.057,1.301,0
3574	start.hed	518.11,  -3.106404,-11.161,2.271,1
4247	start.hed	504.79,  1.461707,-0.031,4.709,0
4719	start.hed	510.64,  1.575932,7.027,4.986,0
6810	start.hed	506.59,  -0.438105,-3.727,3.222,0
6588	start.hed	504.68,  2.562652,-1.112,-3.190,1
8033	start.hed	507.04,  0.571016,4.059,6.665,0
8038	start.hed	505.39,  -2.576173,3.550,-5.805,0
9726	start.hed	507.11,  -2.829605,-1.296,-3.355,0
9806	start.hed	507.16,  -2.125461,-13.801,-1.079,0
11037	start.hed	507.04,  0.571016,4.059,6.665,0
11043	start.hed	505.39,  -2.576173,3.550,-5.805,0
11238	start.hed	504.30,  1.586389,-10.485,7.655,0
11863	start.hed	505.77,  0.684284,0.664,7.882,0
12407	start.hed	510.62,  1.067431,5.671,1.089,1
13073	start.hed	510.83,  -2.499508,-6.081,-1.177,1
14415	start.hed	508.65,  -2.913215,3.268,-5.566,0
14757	start.hed	522.30,  2.791174,6.947,-6.547,0
15234	start.hed	501.12,  2.373744,-4.868,-4.343,1
15087	start.hed	510.79,  -2.455467,7.491,-11.136,1
15290	start.hed	504.21,  0.947422,7.782,0.558,1
