#LST
633	proj.img
1048	start.hed	513.51,  -2.292895,-5.394,-5.073,0
1060	start.hed	501.12,  2.516832,-0.484,-9.016,0
315	start.hed	504.62,  2.501331,0.530,-6.130,1
517	start.hed	514.49,  2.859153,0.739,-5.125,0
812	start.hed	506.16,  -3.103206,-1.653,-2.634,0
1657	start.hed	515.70,  -1.437495,-7.262,2.195,0
3013	start.hed	510.17,  1.066740,8.540,0.343,1
3020	start.hed	507.20,  -2.852254,1.834,-5.747,1
2889	start.hed	511.07,  1.586557,9.651,3.404,1
3519	start.hed	504.37,  1.052538,1.590,4.810,0
3798	start.hed	503.84,  -3.090478,-3.770,-1.961,0
3913	start.hed	518.34,  0.776723,9.969,-5.593,0
4009	start.hed	502.52,  -2.419859,0.558,0.818,1
4019	start.hed	508.28,  -1.737018,-6.870,-0.145,0
4066	start.hed	508.07,  2.139388,1.936,0.351,0
4389	start.hed	511.40,  -1.091805,-1.107,-2.269,1
4339	start.hed	504.47,  -0.446439,-10.678,5.676,1
5030	start.hed	505.86,  -1.632239,-8.958,-1.620,0
6041	start.hed	503.50,  -2.827021,-7.177,-10.260,0
6225	start.hed	507.23,  -1.962409,-8.485,-1.692,1
7292	start.hed	504.73,  -0.243566,-2.172,11.607,0
8399	start.hed	502.31,  0.221157,-0.063,3.304,0
8778	start.hed	511.80,  2.727572,-2.314,-2.945,0
9066	start.hed	510.69,  -1.131551,-1.824,1.116,0
9069	start.hed	505.15,  2.740961,1.315,-5.308,1
10119	start.hed	501.73,  -0.682633,0.352,3.942,0
10389	start.hed	511.85,  -2.593462,0.181,-1.269,0
10480	start.hed	502.77,  1.055353,5.829,0.850,0
10711	start.hed	511.01,  -0.024052,-0.192,6.168,0
11021	start.hed	506.06,  2.297966,2.675,-3.473,0
11328	start.hed	509.31,  -2.071126,-3.343,0.371,1
12528	start.hed	500.93,  1.220607,5.432,2.600,1
13269	start.hed	508.52,  0.009998,1.167,1.492,1
13608	start.hed	507.47,  2.364253,6.592,-5.916,1
13829	start.hed	500.18,  -1.609248,-7.141,0.368,0
14170	start.hed	510.91,  -1.719116,-3.059,2.154,0
14789	start.hed	510.18,  -0.592139,-2.227,4.537,1
14921	start.hed	508.31,  1.003833,5.912,3.970,0
15344	start.hed	510.60,  -1.733741,-3.310,9.197,0
