#LST
630	proj.img
1296	start.hed	509.80,  -2.034032,-5.745,-1.622,1
2644	start.hed	520.46,  -2.369601,-3.885,-11.368,0
3653	start.hed	508.46,  -1.853513,-1.876,-0.309,1
3792	start.hed	505.39,  -3.140924,3.040,-6.929,1
4043	start.hed	511.15,  -0.687551,-5.572,3.841,1
4129	start.hed	506.95,  -2.588496,-1.686,-1.795,0
5471	start.hed	516.66,  -2.558943,-4.182,-3.877,0
5883	start.hed	509.13,  0.437213,2.450,5.326,0
6648	start.hed	506.14,  3.141889,0.023,-2.984,0
6809	start.hed	509.44,  -0.169088,-4.374,2.017,1
7463	start.hed	499.18,  0.735852,0.630,3.425,1
8237	start.hed	507.54,  0.926679,4.878,3.688,1
8926	start.hed	508.55,  -1.683422,-3.522,-1.181,1
9510	start.hed	505.32,  -0.000711,-2.976,3.965,1
9995	start.hed	508.29,  -1.309484,-6.127,-3.279,1
10494	start.hed	508.18,  0.318769,-0.483,5.742,1
11319	start.hed	502.96,  0.504628,-0.274,4.353,1
11417	start.hed	503.71,  0.483965,7.509,1.484,0
11444	start.hed	511.13,  -0.279842,-0.786,2.414,0
11549	start.hed	511.91,  -0.284479,-0.783,2.406,0
11751	start.hed	511.75,  -0.003455,-0.166,6.110,1
11821	start.hed	510.10,  0.330843,2.850,3.079,0
12370	start.hed	512.73,  -2.691861,-10.160,-3.850,0
13998	start.hed	512.14,  -0.681771,-2.308,3.146,1
14340	start.hed	506.90,  -2.196658,-6.165,-2.572,0
