#LST
605	proj.img
673	start.hed	509.38,  -0.699458,-1.740,4.126,0
591	start.hed	507.79,  -0.874710,9.404,-9.377,0
800	start.hed	515.11,  0.116616,1.169,11.698,0
973	start.hed	507.28,  1.230003,9.647,4.603,0
1134	start.hed	505.57,  2.753784,5.781,-1.220,1
1391	start.hed	506.99,  2.811921,2.384,-0.099,1
1457	start.hed	507.84,  2.916146,-1.813,-8.062,0
1778	start.hed	498.95,  2.614287,0.637,-6.293,1
3696	start.hed	510.10,  1.888786,7.674,11.858,1
3906	start.hed	510.80,  2.353592,-9.648,-0.858,1
4102	start.hed	517.79,  1.207249,13.032,5.237,0
4379	start.hed	506.85,  -2.917323,7.003,-10.111,1
4391	start.hed	510.44,  -2.198835,-3.439,-4.284,1
4895	start.hed	504.87,  -3.188710,2.508,-7.288,0
6192	start.hed	500.61,  0.812230,0.143,7.267,1
6320	start.hed	511.38,  2.017605,4.200,1.253,0
6596	start.hed	506.09,  2.383679,4.029,-4.011,1
7258	start.hed	505.91,  1.143278,1.692,7.420,1
7851	start.hed	504.49,  3.200507,-3.617,-8.117,1
8308	start.hed	505.95,  -0.207210,-0.121,3.836,0
9638	start.hed	507.58,  -0.083090,-0.120,4.091,1
10509	start.hed	503.17,  1.313532,9.642,-3.454,0
10453	start.hed	501.85,  -2.755340,-1.708,-5.072,1
10570	start.hed	511.58,  2.226942,6.483,-5.914,0
10834	start.hed	507.97,  0.198376,2.732,6.369,0
11726	start.hed	509.64,  2.550709,-0.241,-4.077,0
13079	start.hed	509.05,  -1.370073,-8.000,2.945,1
15160	start.hed	503.30,  1.008433,2.874,12.456,1
