#LST
166	proj.img
670	start.hed	502.19,  -2.695894,-9.789,-10.650,1
1269	start.hed	506.38,  1.876520,3.943,-0.465,1
1149	start.hed	505.05,  1.474448,-4.839,-9.082,1
1155	start.hed	504.73,  -2.175359,-6.611,-11.780,0
1362	start.hed	497.86,  -0.266531,2.139,-4.345,0
2179	start.hed	507.97,  -2.117790,-0.863,0.093,1
1980	start.hed	505.08,  -2.361240,-4.821,-0.814,0
2866	start.hed	511.00,  0.878519,0.211,0.028,0
3382	start.hed	508.84,  -0.351601,-2.688,4.783,1
3579	start.hed	524.53,  1.357381,4.214,-0.196,0
3617	start.hed	505.81,  -2.486288,0.390,-4.432,0
4132	start.hed	512.93,  -2.141444,-2.939,-2.474,0
6054	start.hed	503.82,  2.332824,0.529,-10.070,1
6399	start.hed	504.83,  -1.077268,-7.433,2.413,0
6410	start.hed	509.34,  -0.877819,-9.020,-4.848,0
7859	start.hed	504.85,  0.593100,1.873,2.941,1
7862	start.hed	502.52,  0.593528,5.247,0.840,1
7921	start.hed	504.75,  0.272271,9.000,-10.000,1
8214	start.hed	505.09,  1.671608,3.052,5.049,0
8245	start.hed	507.85,  0.832292,6.652,1.150,1
8380	start.hed	504.41,  1.819584,8.262,-4.507,1
8667	start.hed	505.81,  -2.022769,-10.533,2.456,1
10120	start.hed	507.42,  1.296012,-2.323,12.783,0
10716	start.hed	510.67,  -2.225128,-6.487,4.539,1
13370	start.hed	504.31,  3.141667,7.014,-7.011,0
14762	start.hed	505.51,  -1.955364,-6.133,-2.645,0
15293	start.hed	511.79,  -2.424136,-10.354,-3.138,1
