#LST
481	proj.img
795	start.hed	503.66,  -3.075773,-2.638,-3.076,1
700	start.hed	508.81,  -1.408246,-6.023,2.803,1
335	start.hed	502.20,  -2.948734,-3.833,-9.633,0
1266	start.hed	505.58,  -1.829714,-13.033,-5.069,1
617	start.hed	510.57,  -2.910989,1.175,-6.986,0
2090	start.hed	506.39,  0.582042,7.275,7.807,1
3099	start.hed	503.50,  2.404859,5.051,-5.643,1
3462	start.hed	516.08,  2.276924,4.496,-5.075,0
5877	start.hed	503.22,  1.862571,1.705,3.284,0
6330	start.hed	507.56,  -2.014200,-5.717,-1.640,1
6995	start.hed	504.95,  -1.007034,-3.564,1.513,1
7555	start.hed	507.91,  -2.189386,-3.094,-2.059,0
7725	start.hed	507.48,  1.899118,-8.510,9.868,0
7796	start.hed	505.24,  2.742113,1.111,-8.399,1
7834	start.hed	508.44,  0.243512,1.694,11.140,0
9348	start.hed	506.17,  2.522105,4.068,-3.969,1
9220	start.hed	512.46,  0.828336,5.009,7.449,0
9425	start.hed	512.99,  -1.011888,-2.637,1.881,0
10312	start.hed	503.12,  -1.936974,-2.023,1.408,1
10663	start.hed	500.79,  -0.983462,-4.142,4.766,1
13263	start.hed	508.58,  1.213737,6.707,2.761,1
13371	start.hed	503.37,  0.959094,9.969,5.784,1
13805	start.hed	509.19,  -2.532646,-4.395,-4.683,0
14798	start.hed	503.65,  0.120013,-1.957,7.353,0
