#LST
413	proj.img
833	start.hed	506.95,  0.846684,4.406,-0.849,1
952	start.hed	508.66,  -1.433875,-8.169,-5.121,0
977	start.hed	512.45,  0.581766,-4.112,0.543,0
1156	start.hed	499.15,  1.883032,13.356,0.178,0
1171	start.hed	510.16,  0.745042,-12.604,0.707,0
2852	start.hed	508.73,  0.607375,9.000,9.000,1
3408	start.hed	508.68,  1.245560,-4.347,2.171,0
3688	start.hed	506.25,  -1.249420,-5.065,0.815,1
4014	start.hed	506.97,  2.364712,11.946,-2.959,1
5345	start.hed	502.07,  -2.533861,-0.359,-3.093,0
5355	start.hed	507.11,  1.226617,-7.801,6.955,0
6349	start.hed	510.33,  -3.121343,-0.517,-4.066,1
6644	start.hed	506.26,  -0.842257,-2.349,4.815,0
7141	start.hed	500.82,  2.077431,-14.180,-1.799,1
7860	start.hed	504.48,  3.132289,-5.389,-9.003,1
8279	start.hed	501.26,  3.116305,-1.179,-1.679,1
8505	start.hed	504.34,  -3.103461,3.521,-3.182,1
8886	start.hed	508.63,  1.180992,8.850,3.547,0
9799	start.hed	509.15,  -0.721190,-5.379,5.511,0
9847	start.hed	509.45,  1.882854,8.398,3.943,0
9868	start.hed	505.75,  0.580235,0.365,7.639,0
9925	start.hed	506.08,  -2.481200,-2.007,-7.715,1
10152	start.hed	506.35,  2.963847,5.966,-6.675,0
11817	start.hed	506.94,  0.559976,7.802,11.667,1
12839	start.hed	499.36,  -0.020357,-7.818,-5.254,1
13095	start.hed	510.23,  2.503792,0.195,-1.216,0
13171	start.hed	506.86,  2.542258,6.783,-5.578,0
13368	start.hed	509.77,  2.715159,7.316,1.371,0
13510	start.hed	506.86,  2.542258,6.783,-5.578,0
13756	start.hed	511.89,  -2.683142,-4.266,4.075,0
14070	start.hed	515.60,  -1.239394,-4.652,-10.318,0
14359	start.hed	504.50,  -0.519833,-0.403,7.010,1
15170	start.hed	513.81,  -0.764750,-0.479,4.808,0
