#LST
597	proj.img
130	start.hed	515.36,  0.675159,-0.041,5.003,0
212	start.hed	510.53,  0.612300,7.675,7.139,1
1470	start.hed	509.59,  -2.648582,1.681,-4.063,0
2368	start.hed	549.57,  -2.442633,-3.958,-0.383,1
2763	start.hed	504.28,  1.256927,4.746,-3.592,1
2767	start.hed	521.02,  -0.603797,1.512,8.682,1
2934	start.hed	509.16,  1.338419,8.166,2.868,1
3083	start.hed	507.88,  -0.882289,0.333,5.817,1
3523	start.hed	502.67,  1.706936,7.294,-5.439,1
4039	start.hed	512.02,  -2.777131,-10.187,-2.067,1
5512	start.hed	511.74,  -1.720830,-6.901,1.120,1
5425	start.hed	510.01,  0.525813,4.776,2.873,1
5998	start.hed	507.84,  0.875896,6.737,1.089,1
7447	start.hed	501.71,  1.793506,3.910,-5.343,1
7215	start.hed	510.12,  3.022198,-2.758,-3.560,1
7911	start.hed	504.32,  -0.163950,-1.394,6.292,0
8299	start.hed	503.95,  -0.447677,12.329,6.578,0
8483	start.hed	507.47,  -2.330497,-9.360,-8.608,1
8925	start.hed	508.99,  1.616216,4.967,-4.152,1
8975	start.hed	508.42,  0.935234,5.580,0.948,1
9202	start.hed	502.66,  0.579974,2.892,5.454,0
9880	start.hed	507.73,  0.644925,9.476,2.636,1
10875	start.hed	507.83,  0.856025,2.237,-3.493,1
12850	start.hed	504.70,  -0.333497,-10.963,4.002,0
13029	start.hed	505.29,  -2.136935,-10.932,-3.763,1
13045	start.hed	512.44,  -1.141996,-3.185,3.210,1
13598	start.hed	513.55,  0.383348,2.338,5.724,1
