#LST
543	proj.img
698	start.hed	508.34,  0.998653,9.350,1.473,1
593	start.hed	506.30,  0.720642,2.220,5.014,1
1438	start.hed	504.39,  -0.907546,-7.129,5.678,0
1456	start.hed	510.21,  -0.414473,-0.561,5.230,1
1968	start.hed	512.31,  0.821558,6.813,8.025,0
2655	start.hed	508.65,  2.853165,0.897,-5.658,0
2817	start.hed	508.52,  -1.075891,-1.138,3.332,1
3144	start.hed	515.25,  0.552407,-11.980,7.470,0
3295	start.hed	514.22,  -1.663766,-10.579,-1.961,0
4243	start.hed	503.53,  -0.295310,-10.833,1.522,0
4127	start.hed	517.38,  -2.947528,-0.350,-6.261,0
4435	start.hed	510.96,  -2.712434,-2.851,-4.680,1
4802	start.hed	510.89,  -2.186336,-6.046,9.378,0
4944	start.hed	511.76,  0.028572,-3.026,5.873,0
6121	start.hed	507.58,  0.899088,4.488,0.881,1
6544	start.hed	516.01,  1.405914,-11.669,3.281,0
6800	start.hed	508.24,  2.271966,5.628,-3.537,0
7605	start.hed	507.77,  2.374430,7.657,-4.517,0
7760	start.hed	511.39,  -2.395098,3.056,-5.938,1
8315	start.hed	513.43,  -1.523033,-3.970,-0.110,1
8243	start.hed	502.72,  -1.451442,-3.474,0.602,0
8536	start.hed	503.24,  -1.227269,-1.693,3.183,0
9327	start.hed	511.31,  1.113008,4.944,0.806,1
9205	start.hed	503.37,  2.298324,4.678,-0.385,1
9513	start.hed	513.02,  -2.648567,-2.790,-6.309,0
10043	start.hed	501.83,  -2.398716,-10.239,-2.202,0
10409	start.hed	499.64,  0.815709,4.268,7.481,0
10682	start.hed	508.35,  -1.841485,-3.249,-1.127,0
10808	start.hed	510.12,  0.206670,3.602,3.074,1
11379	start.hed	508.43,  2.853625,1.588,-4.806,1
11658	start.hed	511.84,  -0.751481,-2.574,6.041,0
11900	start.hed	511.38,  -1.716485,-7.138,2.039,0
12298	start.hed	501.64,  -2.833148,-2.427,-2.692,0
12638	start.hed	505.22,  -1.537792,-9.516,0.294,0
12953	start.hed	504.94,  -1.688920,-6.803,-2.056,0
13144	start.hed	508.17,  -2.445362,-0.629,-4.676,1
13395	start.hed	509.38,  -0.214380,-2.939,9.203,0
13396	start.hed	503.93,  -2.548903,-3.272,-6.522,1
13483	start.hed	508.17,  -2.445362,-0.629,-4.676,1
13983	start.hed	520.01,  -2.550044,-3.153,-3.525,1
14272	start.hed	508.13,  2.326026,5.340,-3.436,0
14894	start.hed	507.75,  -1.937796,-5.900,-3.352,1
14915	start.hed	513.36,  -0.562982,-1.615,7.906,1
