#LST
283	proj.img
874	start.hed	502.63,  -2.548680,-1.091,-0.160,0
1157	start.hed	510.58,  -1.495983,-4.631,-3.141,1
166	start.hed	513.85,  -0.843829,-3.429,2.290,1
1571	start.hed	507.22,  -1.928401,-1.921,-3.238,1
1941	start.hed	506.07,  1.953489,5.554,-1.677,0
2693	start.hed	520.60,  2.434795,9.724,-10.830,0
2696	start.hed	508.22,  1.467471,9.868,-1.525,1
3035	start.hed	509.58,  2.165411,10.494,-0.551,1
3176	start.hed	507.82,  0.322085,2.142,4.017,0
3259	start.hed	507.43,  0.321057,2.162,3.989,0
3349	start.hed	524.68,  1.126482,8.752,3.298,1
3397	start.hed	512.53,  -0.968241,-0.128,3.644,0
3488	start.hed	509.44,  1.615303,-3.388,-5.085,1
3577	start.hed	506.23,  -2.044550,-3.415,-0.471,0
3847	start.hed	512.37,  1.461626,6.658,-1.039,0
4265	start.hed	506.90,  0.243659,0.733,6.109,0
4742	start.hed	505.73,  1.823775,4.959,-1.765,1
5217	start.hed	507.95,  1.437523,3.923,-1.001,0
5575	start.hed	509.89,  -0.183762,10.737,4.811,0
5694	start.hed	502.00,  0.545940,-2.453,4.403,1
5999	start.hed	517.38,  2.520703,2.910,-0.795,1
7149	start.hed	508.00,  1.715891,0.951,-2.450,0
7175	start.hed	504.61,  -2.473201,2.242,-5.737,1
8239	start.hed	505.99,  -0.932999,1.298,5.503,0
8474	start.hed	503.52,  -0.736550,-1.323,6.443,1
11432	start.hed	500.89,  1.031938,6.021,-1.478,0
12089	start.hed	509.34,  -3.082292,2.347,-5.503,1
12216	start.hed	509.34,  -3.082292,2.347,-5.503,1
12374	start.hed	510.19,  -1.542157,-4.337,-0.360,0
12677	start.hed	503.62,  1.203329,2.479,3.734,1
13647	start.hed	503.60,  -1.962215,-0.030,-4.473,1
13686	start.hed	525.75,  0.612275,2.392,2.341,0
14008	start.hed	508.93,  2.780239,3.642,-5.881,1
14191	start.hed	512.12,  2.388482,3.434,-1.507,1
