#LST
273	proj.img
285	start.hed	503.01,  0.762304,4.246,10.003,1
580	start.hed	510.21,  -2.503256,-8.403,-1.250,0
1483	start.hed	509.74,  -1.118016,-5.109,-2.345,1
2199	start.hed	516.96,  0.683920,3.823,12.280,0
2565	start.hed	522.12,  3.013762,11.693,-6.892,1
3436	start.hed	513.32,  1.393297,10.785,-8.826,0
3937	start.hed	511.74,  -0.248190,-7.972,0.014,1
4192	start.hed	511.97,  -2.437806,4.308,-10.620,1
4761	start.hed	506.12,  2.640173,0.649,-0.629,1
4883	start.hed	508.12,  2.559531,-6.090,-9.443,0
4891	start.hed	505.88,  -1.905615,-10.493,3.264,1
5301	start.hed	507.10,  2.730291,-13.521,-4.523,0
5255	start.hed	501.01,  1.144417,1.359,-11.562,0
5656	start.hed	506.21,  -1.625183,-10.880,-2.951,0
5966	start.hed	500.64,  -1.842728,7.316,-9.990,0
6853	start.hed	506.72,  0.991953,5.871,-11.984,0
7042	start.hed	512.70,  -2.148746,-10.454,-6.455,0
7057	start.hed	504.39,  -1.173261,-10.611,1.732,1
8880	start.hed	510.50,  0.871624,8.709,-3.827,0
8997	start.hed	510.33,  -1.948944,-4.368,2.817,1
9059	start.hed	508.51,  1.066696,12.153,-4.682,0
9749	start.hed	511.35,  2.954350,0.832,-10.483,0
10473	start.hed	519.51,  -1.164506,-3.304,-4.309,1
11294	start.hed	507.42,  2.093385,-1.412,-9.478,0
11505	start.hed	509.17,  2.134667,-3.542,-10.454,0
11616	start.hed	510.87,  2.134091,-3.605,-10.420,0
11906	start.hed	509.42,  1.315580,5.763,9.288,0
13284	start.hed	509.46,  -0.357098,10.601,7.386,0
13704	start.hed	511.57,  -2.171897,8.005,-4.250,0
13747	start.hed	507.84,  0.835931,-1.286,10.250,0
13872	start.hed	508.33,  0.693929,5.013,1.642,0
14018	start.hed	516.21,  2.611441,-8.389,-1.838,0
14358	start.hed	512.83,  0.928256,2.240,6.937,1
14405	start.hed	512.07,  -0.876956,-10.930,-7.591,1
15026	start.hed	506.10,  -2.877467,-12.958,2.288,0
15066	start.hed	506.03,  -1.078669,-1.222,8.317,0
