#LST
505	proj.img
444	start.hed	503.22,  2.660128,-1.200,-4.155,0
757	start.hed	503.66,  2.455034,9.821,-3.476,1
1106	start.hed	506.14,  -0.167605,2.539,6.001,0
289	start.hed	504.61,  -0.946999,-5.227,7.225,0
1151	start.hed	507.34,  -1.008898,1.630,2.339,0
547	start.hed	507.20,  0.343437,-1.026,3.152,1
561	start.hed	506.15,  0.133768,-1.315,8.136,0
1688	start.hed	509.36,  0.882978,7.689,1.848,0
1879	start.hed	515.38,  2.191382,12.444,-3.095,1
1969	start.hed	505.60,  2.053377,11.646,-4.773,1
2120	start.hed	512.61,  -1.665349,-6.819,-4.973,1
3000	start.hed	509.91,  -1.167788,-4.625,0.590,1
3469	start.hed	524.52,  2.937242,-0.624,-4.086,0
3648	start.hed	510.93,  1.000259,7.079,6.164,1
3769	start.hed	505.61,  2.321383,1.129,-4.006,0
3870	start.hed	505.46,  1.435845,-1.868,10.516,1
4101	start.hed	503.48,  2.303530,-5.567,-6.515,0
4532	start.hed	516.68,  0.666208,2.157,7.174,0
4493	start.hed	504.69,  1.779552,4.578,-8.326,0
4698	start.hed	507.35,  2.061021,7.553,-1.425,1
5277	start.hed	503.49,  -0.802754,-8.413,-5.518,1
5251	start.hed	505.66,  -2.055585,-5.303,-10.104,1
5363	start.hed	504.08,  0.311127,-0.499,12.275,1
6287	start.hed	510.52,  2.281353,3.995,-5.358,0
6926	start.hed	501.11,  -1.842603,-7.670,-1.527,1
7412	start.hed	502.88,  3.181155,-2.565,-7.393,0
8382	start.hed	507.45,  1.347401,3.156,1.046,0
8412	start.hed	504.04,  -3.123830,-6.926,1.933,1
8815	start.hed	514.72,  0.105821,-1.263,4.257,1
9395	start.hed	506.79,  -1.093814,-4.105,6.365,0
9820	start.hed	509.81,  -1.856932,-8.261,-1.606,0
10110	start.hed	510.11,  -0.233944,-7.353,6.945,1
10234	start.hed	507.27,  -1.468098,-4.963,0.829,1
10323	start.hed	508.39,  -1.520730,-1.028,4.767,0
10787	start.hed	512.79,  -0.840513,-0.593,3.199,1
10903	start.hed	503.08,  -1.050946,-2.518,1.488,0
12454	start.hed	500.12,  0.188813,0.266,0.417,1
14071	start.hed	501.25,  -1.363835,-3.063,13.935,0
14701	start.hed	505.02,  2.212573,2.660,-2.244,0
