#LST
508	proj.img
365	start.hed	500.91,  -2.163211,-4.427,-5.222,0
124	start.hed	517.66,  2.602575,3.771,-4.985,0
1563	start.hed	509.73,  -1.775742,4.455,5.958,0
2088	start.hed	504.83,  2.287662,9.349,-3.424,0
2833	start.hed	510.63,  -2.005541,-3.803,0.119,1
2931	start.hed	504.83,  0.061152,0.969,4.002,1
3715	start.hed	513.14,  -0.150155,9.691,-0.803,0
5118	start.hed	505.00,  2.738752,2.989,-5.945,1
5488	start.hed	511.37,  2.488139,7.888,-6.705,0
5722	start.hed	506.23,  -2.059790,-6.564,2.438,0
5764	start.hed	509.34,  -0.556126,-3.394,4.061,0
6095	start.hed	509.76,  -0.423565,-1.334,6.914,1
6956	start.hed	508.14,  2.600417,-10.781,-6.266,0
7610	start.hed	502.91,  2.577520,7.225,-9.974,1
8091	start.hed	505.34,  -2.669991,-6.465,-1.225,0
8306	start.hed	507.51,  2.654671,-0.117,-4.329,0
8313	start.hed	509.42,  -1.402631,-6.044,1.354,0
8576	start.hed	507.83,  -1.985088,-5.638,-2.740,1
9819	start.hed	509.92,  -1.256348,-2.934,0.117,1
9841	start.hed	508.95,  0.139287,0.522,4.205,1
9912	start.hed	502.02,  -3.034935,3.976,0.830,0
10143	start.hed	512.90,  2.635418,-10.692,-9.337,0
10544	start.hed	507.19,  1.206912,2.491,1.963,1
10586	start.hed	503.63,  -1.234338,-4.224,1.558,1
11097	start.hed	505.34,  -2.669991,-6.465,-1.225,0
11970	start.hed	502.14,  -0.102736,8.543,-4.719,0
14347	start.hed	515.81,  2.668604,1.875,-3.165,1
14456	start.hed	506.71,  -0.405215,1.621,4.952,0
