#LST
41	proj.img
27	start.hed	509.67,  -0.868321,-1.414,-0.594,0
379	start.hed	505.00,  2.129132,4.818,7.975,0
2559	start.hed	512.63,  0.902839,-0.311,-0.722,0
3379	start.hed	508.28,  -1.747034,-0.290,-10.464,0
4336	start.hed	506.95,  2.357911,6.536,0.614,0
4470	start.hed	505.50,  -1.097694,1.906,-7.865,0
4524	start.hed	514.92,  0.476464,-1.084,-2.175,0
5133	start.hed	503.76,  0.435460,-5.026,-0.368,0
6821	start.hed	502.49,  -2.453237,3.253,-0.380,0
7462	start.hed	504.16,  -2.307514,0.547,1.355,1
8206	start.hed	506.89,  1.225339,-11.237,8.370,0
8756	start.hed	505.36,  -0.788238,6.600,9.969,1
8758	start.hed	505.89,  0.437353,-6.495,12.141,1
9164	start.hed	504.91,  1.220979,-3.264,11.118,0
9423	start.hed	513.22,  0.215452,-7.419,2.696,0
9456	start.hed	507.66,  0.122497,9.042,-10.522,1
9779	start.hed	512.98,  0.741745,-2.530,-1.835,1
10148	start.hed	506.58,  -3.049879,7.343,9.854,0
11327	start.hed	520.18,  -1.140635,3.232,5.355,0
11393	start.hed	504.31,  -2.067080,-2.778,8.621,1
11960	start.hed	505.21,  2.693973,-7.872,-7.021,0
12716	start.hed	506.21,  -1.248091,4.739,-4.989,1
13406	start.hed	508.51,  0.229897,7.633,-1.244,1
13705	start.hed	506.93,  -0.173107,-9.010,-6.620,0
14105	start.hed	511.77,  -0.866063,4.257,5.573,1
14837	start.hed	522.54,  0.109075,-11.448,1.743,0
