#LST
624	proj.img
260	start.hed	504.93,  -0.583305,-5.318,3.217,1
733	start.hed	500.59,  1.333512,-1.769,9.042,1
82	start.hed	510.49,  -2.323179,-4.074,0.002,0
1542	start.hed	507.02,  1.105113,8.880,6.448,1
2261	start.hed	505.77,  -1.608240,-6.901,1.110,1
2803	start.hed	508.98,  -0.962860,0.690,5.155,0
3042	start.hed	508.72,  0.119441,-2.886,11.789,1
3619	start.hed	504.35,  -1.768364,-4.659,-3.293,1
4275	start.hed	515.61,  2.590307,5.217,-4.093,1
4111	start.hed	505.36,  1.790464,-11.956,-7.563,0
4343	start.hed	505.24,  -3.002174,-0.898,-13.016,0
4587	start.hed	511.32,  2.276146,7.706,-5.267,1
4791	start.hed	506.80,  2.219953,-5.544,12.045,0
4868	start.hed	506.80,  1.297531,1.090,-4.653,0
5134	start.hed	506.07,  3.142860,-1.007,-6.055,1
5517	start.hed	503.37,  0.198536,4.010,6.988,1
5890	start.hed	511.24,  2.010534,8.017,2.778,1
6723	start.hed	497.64,  -1.570796,-10.000,-1.000,1
7348	start.hed	508.70,  -2.532375,-3.441,-7.554,0
7509	start.hed	507.39,  2.568203,9.431,-10.701,0
7652	start.hed	509.11,  -1.505813,-5.462,-0.210,1
8019	start.hed	510.40,  -0.490663,-6.227,5.301,0
9158	start.hed	507.71,  -2.323928,-0.629,-2.989,1
9389	start.hed	506.35,  -2.573540,-6.691,-2.554,0
9527	start.hed	505.82,  0.284869,7.762,3.614,0
9532	start.hed	510.46,  2.508858,11.174,5.634,0
10944	start.hed	511.47,  -0.142046,-7.653,11.575,0
11306	start.hed	512.79,  -1.672911,-10.819,-7.259,1
11509	start.hed	503.51,  -1.170919,-7.012,4.590,0
11620	start.hed	504.27,  -1.173175,-7.070,4.598,0
11636	start.hed	505.54,  0.468533,4.594,10.286,0
11783	start.hed	507.84,  2.880345,-6.164,-2.491,0
13731	start.hed	509.11,  1.760381,5.921,-1.361,1
13740	start.hed	520.33,  -0.280404,3.330,-13.389,0
14598	start.hed	511.52,  0.672918,10.688,4.104,0
