#LST
359	proj.img
430	start.hed	505.78,  2.556060,-9.806,-6.136,1
497	start.hed	507.72,  -1.280904,-9.966,7.959,0
510	start.hed	499.34,  -2.431030,-4.714,-11.745,0
955	start.hed	514.66,  -0.394447,9.416,8.238,1
1164	start.hed	504.94,  -2.255372,-8.904,-0.313,1
1361	start.hed	505.01,  -2.046133,9.387,-9.087,0
1735	start.hed	501.93,  2.614494,1.992,-3.016,1
1925	start.hed	514.16,  -0.850140,-1.682,2.972,0
2730	start.hed	506.18,  -0.721235,-1.912,1.813,0
3804	start.hed	500.45,  2.303112,3.556,-2.771,0
5008	start.hed	501.15,  -1.813616,-8.342,-2.272,1
5644	start.hed	506.61,  -1.271667,-5.625,1.482,1
5778	start.hed	512.89,  2.211799,0.304,-0.171,1
5922	start.hed	504.55,  0.644792,-1.388,-1.821,1
6383	start.hed	503.95,  -0.875219,-8.546,6.074,0
8169	start.hed	505.41,  -1.432168,-3.133,-1.059,1
8227	start.hed	505.88,  -0.566595,-4.482,10.184,1
8761	start.hed	507.17,  1.513372,5.679,13.165,1
8473	start.hed	510.35,  2.812252,6.999,5.291,0
10367	start.hed	504.34,  -1.010202,-0.265,4.921,0
10373	start.hed	505.62,  0.306465,-9.286,-4.499,1
10630	start.hed	504.37,  -3.141404,3.037,-6.991,0
11257	start.hed	503.69,  -0.928254,1.235,9.567,1
11311	start.hed	499.14,  -1.459324,2.041,-5.483,0
12051	start.hed	509.23,  1.189992,2.630,-0.150,0
12105	start.hed	510.39,  2.130151,3.054,-9.674,1
12178	start.hed	509.23,  1.189992,2.630,-0.150,0
12232	start.hed	510.39,  2.130151,3.054,-9.674,1
12392	start.hed	503.17,  2.281752,10.703,-1.799,0
13293	start.hed	510.25,  2.037149,1.610,-1.309,1
13956	start.hed	507.71,  -3.109674,0.584,1.070,1
13904	start.hed	508.56,  0.634820,8.421,1.982,1
14024	start.hed	506.65,  0.409074,2.026,3.882,1
14826	start.hed	502.30,  -1.802956,-7.697,2.176,1
14897	start.hed	513.11,  -1.509443,-5.648,8.291,1
