#LST
233	proj.img
106	start.hed	510.56,  -0.919911,-2.766,2.864,1
1520	start.hed	507.77,  0.657603,5.480,4.439,0
1777	start.hed	504.59,  1.979608,4.959,4.930,1
1970	start.hed	508.42,  2.903333,4.541,-4.688,1
3662	start.hed	510.26,  0.141755,-4.125,7.075,1
3852	start.hed	501.93,  -2.595298,-6.168,-2.493,1
4349	start.hed	501.46,  -0.593496,-5.866,4.821,1
5015	start.hed	506.39,  -2.248317,8.909,-9.894,1
5875	start.hed	506.83,  1.111762,-11.239,-7.922,0
6006	start.hed	510.24,  -0.157405,-2.432,3.473,1
6071	start.hed	503.36,  -1.611990,-7.522,0.520,1
7232	start.hed	505.57,  -1.328733,-3.445,-5.068,1
7504	start.hed	504.78,  0.950581,-5.828,2.026,0
7360	start.hed	510.06,  -1.329443,-7.083,1.538,1
8116	start.hed	504.77,  1.112178,9.345,-1.073,0
8387	start.hed	504.46,  -2.018265,-2.650,-6.054,0
8765	start.hed	504.56,  0.725796,-2.258,6.108,0
9313	start.hed	510.42,  0.809884,0.401,-6.070,0
9224	start.hed	503.08,  -2.161584,-4.636,-2.269,1
11122	start.hed	504.77,  1.112178,9.345,-1.073,0
11410	start.hed	498.30,  0.447237,0.454,-13.808,1
11656	start.hed	516.78,  -1.468350,-6.551,-4.542,1
12317	start.hed	511.91,  -0.092376,-2.287,7.493,1
12433	start.hed	502.93,  1.475986,4.507,5.594,1
14669	start.hed	512.58,  -2.021574,-3.100,-6.892,1
14572	start.hed	506.25,  2.039550,2.545,-4.572,0
14843	start.hed	514.11,  -2.019104,-3.283,-6.958,1
