#LST
212	proj.img
1045	start.hed	505.86,  -1.615464,-6.280,-3.254,1
1803	start.hed	511.16,  -0.002881,-1.995,6.958,0
1960	start.hed	506.23,  3.193757,-1.386,-3.022,1
3164	start.hed	509.19,  -0.648055,-4.780,6.447,0
3127	start.hed	503.84,  0.721014,4.716,-2.121,1
3247	start.hed	510.13,  -0.648779,-4.766,6.415,0
3527	start.hed	507.46,  -0.587478,4.740,5.774,1
3440	start.hed	505.40,  -3.063323,1.908,-4.063,0
4148	start.hed	507.80,  -0.632584,-1.382,3.116,1
4473	start.hed	505.19,  -0.314875,2.120,7.887,1
4801	start.hed	501.18,  -0.428257,-0.024,3.335,0
5314	start.hed	503.70,  -0.610851,-0.481,3.954,1
5328	start.hed	503.58,  -2.839033,1.699,-4.678,0
5437	start.hed	508.21,  1.728533,3.368,-1.087,1
5415	start.hed	501.02,  -1.312083,-7.975,-0.554,0
6651	start.hed	505.38,  0.066309,8.269,10.105,1
6909	start.hed	502.84,  1.074502,5.372,5.926,0
7133	start.hed	505.75,  -0.897175,-4.801,0.840,0
7310	start.hed	502.84,  0.986921,-3.973,0.306,0
7680	start.hed	507.96,  1.128307,8.247,6.465,1
7707	start.hed	510.36,  -0.684521,-6.315,3.212,0
7800	start.hed	512.37,  -1.713854,-8.804,-6.895,1
8425	start.hed	505.87,  -1.257279,-8.897,0.434,0
8768	start.hed	506.74,  1.995126,1.089,-6.739,1
8614	start.hed	509.58,  -2.000555,-4.542,-8.033,0
8914	start.hed	507.22,  2.051244,-6.737,10.721,0
10191	start.hed	507.51,  1.103281,3.130,4.410,0
11846	start.hed	504.96,  2.135906,4.851,-9.544,1
13017	start.hed	511.33,  1.076283,-8.984,-9.305,1
13146	start.hed	520.40,  1.258164,5.478,6.869,0
13254	start.hed	506.88,  -0.283323,-5.849,7.511,0
13485	start.hed	520.40,  1.258164,5.478,6.869,0
14960	start.hed	509.96,  -0.400327,5.250,7.563,1
15196	start.hed	511.37,  -2.021135,-4.553,-11.601,0
