#LST
227	proj.img
1246	start.hed	508.02,  -0.116921,2.514,9.006,0
299	start.hed	506.72,  -0.221240,-11.125,-4.942,1
803	start.hed	505.83,  1.555138,0.664,7.168,1
1200	start.hed	508.14,  -1.718928,-4.597,6.996,0
2129	start.hed	504.52,  -1.381347,-0.855,6.307,0
2977	start.hed	512.70,  2.781506,-2.004,-13.731,0
3508	start.hed	517.05,  -2.339770,-6.497,-4.477,0
3424	start.hed	515.24,  -1.345978,-7.003,-11.228,1
4374	start.hed	516.60,  1.737163,-2.616,-11.238,0
4673	start.hed	514.71,  -2.491186,13.616,-1.815,1
4676	start.hed	504.09,  -0.726523,5.104,7.664,0
5482	start.hed	514.70,  2.719806,5.288,-9.317,1
5338	start.hed	507.12,  0.828706,12.001,0.836,0
5977	start.hed	507.08,  1.172364,9.171,-1.580,0
6394	start.hed	510.05,  2.036386,4.608,4.454,0
6576	start.hed	506.53,  2.406107,-5.248,-8.473,0
7019	start.hed	511.35,  -0.834050,-7.541,1.025,1
7574	start.hed	504.48,  2.389892,-0.025,-8.077,0
9539	start.hed	510.84,  2.504480,-6.825,-9.982,0
9996	start.hed	506.64,  1.239042,-1.913,3.855,0
10475	start.hed	510.87,  -0.526946,-8.972,4.091,1
10557	start.hed	507.81,  1.276661,-6.933,6.628,1
11506	start.hed	505.40,  -1.208581,5.766,9.050,0
12065	start.hed	511.29,  -0.483032,-11.252,-5.179,1
12192	start.hed	511.29,  -0.483032,-11.252,-5.179,1
12628	start.hed	515.97,  0.698432,9.425,1.911,1
12878	start.hed	505.28,  2.417545,-4.244,-12.552,0
14177	start.hed	508.08,  0.329727,-3.044,7.929,1
14145	start.hed	503.63,  0.032612,-3.465,-13.242,0
14477	start.hed	505.01,  1.144864,12.707,-3.450,0
14608	start.hed	522.90,  2.326207,9.644,3.712,1
14788	start.hed	508.91,  0.560847,-8.817,8.067,1
