#LST
626	proj.img
2280	start.hed	510.18,  3.141239,0.057,-6.931,0
2288	start.hed	508.85,  -2.964700,-2.685,-7.409,0
2446	start.hed	505.68,  1.117188,8.048,2.522,1
2169	start.hed	507.70,  -0.446984,0.548,3.248,1
3307	start.hed	505.34,  -1.589169,-3.621,4.279,0
3224	start.hed	506.07,  -1.586254,-3.625,4.167,0
3762	start.hed	509.70,  0.291356,1.230,5.674,1
4098	start.hed	509.36,  1.539211,10.554,-4.491,0
4404	start.hed	509.93,  2.291783,3.209,-1.734,1
5257	start.hed	504.46,  -3.154756,-5.073,-9.858,1
5378	start.hed	507.58,  0.733909,2.579,9.478,1
5703	start.hed	501.85,  2.495814,-1.632,5.505,0
5729	start.hed	501.10,  1.172119,6.173,2.498,0
7351	start.hed	500.11,  2.765141,5.922,-2.196,1
9073	start.hed	514.38,  3.013159,4.252,-0.462,1
9500	start.hed	509.21,  1.458456,3.576,0.093,1
10550	start.hed	513.66,  -1.119615,3.654,-14.140,0
10462	start.hed	519.64,  0.134310,1.340,3.618,0
10672	start.hed	502.44,  -3.112301,4.193,-7.785,1
10878	start.hed	516.74,  0.830533,6.284,0.288,0
11225	start.hed	504.42,  -1.696460,-10.000,-10.000,0
11456	start.hed	508.50,  2.702872,3.453,-4.089,0
11564	start.hed	507.91,  2.697145,3.574,-4.122,0
12554	start.hed	505.69,  -0.386436,-12.199,7.901,1
15056	start.hed	507.21,  -2.707739,-2.799,-10.855,1
