#LST
529	proj.img
326	start.hed	504.79,  1.711069,8.168,5.731,0
615	start.hed	508.92,  -0.262500,9.482,-1.702,1
979	start.hed	512.29,  1.441323,9.609,-1.031,1
1367	start.hed	506.87,  -1.663608,-6.151,-4.562,0
1597	start.hed	505.40,  1.929708,3.356,-3.331,1
2302	start.hed	510.78,  1.928025,1.704,4.067,0
2679	start.hed	503.43,  2.500340,2.276,-5.574,0
3745	start.hed	515.86,  -0.405336,-4.807,1.558,1
4592	start.hed	501.66,  -2.520454,-1.775,-3.696,0
4633	start.hed	508.15,  -2.160586,-4.445,-3.443,0
4787	start.hed	506.64,  -2.785864,-8.632,-6.680,1
4997	start.hed	501.64,  -1.801180,-10.000,-10.000,0
5029	start.hed	508.30,  -1.485678,-11.373,4.106,1
6004	start.hed	510.21,  -0.657212,-2.012,4.922,1
6870	start.hed	512.02,  -1.127126,-6.526,0.948,0
7177	start.hed	501.82,  -2.913293,-6.878,-5.496,1
8282	start.hed	505.73,  -0.458447,-0.355,3.717,1
8518	start.hed	505.86,  2.424634,3.723,-6.865,1
8643	start.hed	504.93,  -1.122018,-6.328,-6.953,0
9340	start.hed	502.58,  -2.313520,-2.221,-2.475,1
9568	start.hed	514.63,  2.122456,7.828,-3.739,0
9581	start.hed	505.49,  -0.792597,-1.615,3.371,1
10605	start.hed	504.93,  -1.116998,-8.807,-3.837,0
10626	start.hed	502.85,  0.043668,-7.674,3.188,0
10795	start.hed	502.77,  1.509840,6.652,1.316,1
12330	start.hed	513.17,  0.326640,3.524,5.256,0
12471	start.hed	509.36,  1.119921,-5.611,-10.468,0
12610	start.hed	504.14,  2.644857,0.253,-6.142,1
13641	start.hed	504.69,  -1.114521,-4.437,2.650,1
14169	start.hed	511.06,  -0.937674,-4.244,1.488,0
15264	start.hed	508.30,  2.524417,9.643,4.972,0
15292	start.hed	505.60,  -1.901536,-2.306,-0.606,0
15313	start.hed	500.02,  0.186548,2.477,-11.654,0
