#LST
140	proj.img
1027	start.hed	502.88,  1.084281,9.357,11.258,1
994	start.hed	506.80,  0.882052,6.651,10.334,1
560	start.hed	501.32,  2.822750,0.401,-11.957,0
2322	start.hed	506.78,  -0.410059,-4.328,4.648,1
2332	start.hed	510.59,  0.061486,2.348,11.190,0
2234	start.hed	502.43,  -0.139309,-5.432,-2.028,0
2359	start.hed	505.32,  0.409725,4.172,9.370,1
3155	start.hed	503.71,  -0.799745,-4.607,11.265,0
3298	start.hed	504.20,  0.560143,6.745,3.219,1
3368	start.hed	505.09,  2.895647,-7.906,-10.838,0
3466	start.hed	511.80,  2.185255,8.059,-2.186,1
3958	start.hed	513.71,  1.234240,-2.679,2.572,0
4262	start.hed	508.54,  -0.423023,4.524,3.135,0
4327	start.hed	509.82,  3.096678,-7.893,-3.477,0
5200	start.hed	504.74,  -0.209584,-7.904,7.365,1
7500	start.hed	504.72,  -2.589915,-7.111,-3.977,0
8627	start.hed	509.22,  1.570119,9.003,-9.961,1
8547	start.hed	504.11,  0.774177,-0.309,4.618,1
10065	start.hed	499.10,  -1.346624,3.671,13.559,0
10082	start.hed	514.70,  0.647551,5.301,2.558,0
10529	start.hed	508.12,  0.586470,6.668,12.278,1
10628	start.hed	505.53,  -0.542012,-1.226,12.430,0
10636	start.hed	514.56,  0.647237,-12.643,-1.667,0
10642	start.hed	507.87,  1.217418,0.268,6.371,1
10943	start.hed	507.36,  -2.805504,-9.403,10.683,1
11598	start.hed	505.97,  0.335338,0.607,13.865,1
11874	start.hed	501.50,  1.770392,6.041,-2.804,0
11897	start.hed	505.44,  0.417728,11.113,8.797,0
13420	start.hed	506.53,  -2.787626,-0.113,-7.616,1
14285	start.hed	508.71,  -2.869515,-6.003,-12.733,0
14605	start.hed	510.40,  -2.967510,-5.002,-11.841,0
14557	start.hed	505.62,  0.165141,7.236,9.522,0
14716	start.hed	505.09,  0.088041,5.838,11.902,0
