#LST
259	proj.img
465	start.hed	512.07,  -2.934108,-3.943,-8.402,1
306	start.hed	501.49,  0.111306,-6.315,1.742,0
1338	start.hed	502.95,  2.176430,4.215,-4.664,1
1715	start.hed	507.96,  -1.011655,-3.765,6.680,1
2211	start.hed	506.90,  0.545906,11.563,-0.877,1
3489	start.hed	506.25,  -0.462191,1.110,6.509,1
3494	start.hed	512.01,  -1.776369,-5.225,0.548,0
4029	start.hed	509.06,  1.419058,5.195,2.717,0
4464	start.hed	511.88,  1.813933,9.708,3.790,0
4784	start.hed	508.37,  -2.707305,10.107,3.428,0
4476	start.hed	504.87,  -1.919480,-6.280,-4.575,0
5305	start.hed	505.35,  1.876985,5.670,-4.440,1
5579	start.hed	506.41,  -1.071404,-3.573,-0.630,0
6236	start.hed	511.79,  -0.236835,-3.209,2.579,0
6240	start.hed	506.77,  2.008154,6.142,-4.886,1
6590	start.hed	505.52,  0.209665,2.552,3.228,1
7576	start.hed	501.69,  -0.622652,-3.604,10.287,1
8084	start.hed	504.32,  -2.421267,-1.536,-6.412,0
8386	start.hed	505.33,  -2.659347,9.259,10.708,0
8392	start.hed	505.36,  2.526283,4.136,-0.129,0
9273	start.hed	512.87,  -2.047305,5.619,11.478,1
10359	start.hed	508.62,  2.140650,5.256,-0.149,0
10802	start.hed	503.06,  -2.425605,-1.955,-1.602,0
10928	start.hed	505.87,  -0.677378,-4.407,1.101,0
11292	start.hed	504.14,  2.323368,5.707,-0.285,0
11750	start.hed	503.86,  0.103553,-0.102,4.068,1
13229	start.hed	508.13,  -2.244603,-3.872,-2.506,1
13568	start.hed	508.13,  -2.244603,-3.872,-2.506,1
13977	start.hed	504.86,  1.484341,10.015,0.819,1
14086	start.hed	511.55,  0.067400,-3.223,4.986,0
14985	start.hed	515.99,  -2.185216,-3.824,-3.036,0
15016	start.hed	514.14,  -3.174373,0.865,-4.150,1
