#LST
657	proj.img
543	start.hed	503.72,  -2.504550,0.407,2.218,1
2361	start.hed	503.25,  1.923700,-0.270,3.695,0
2860	start.hed	503.36,  0.762662,10.099,2.189,1
3641	start.hed	513.44,  -0.364396,1.504,4.596,1
3667	start.hed	508.25,  -0.559395,0.286,3.251,1
4255	start.hed	500.91,  -2.471235,-1.870,-6.754,0
4341	start.hed	504.95,  -1.170135,-3.540,-0.342,0
4585	start.hed	509.77,  -2.047576,-8.178,-3.368,0
5792	start.hed	505.36,  0.311041,0.479,-5.902,0
5810	start.hed	505.91,  0.493128,-1.383,5.568,0
6681	start.hed	505.58,  2.962603,2.355,-2.811,0
7495	start.hed	504.81,  1.334694,-7.752,-8.706,1
8183	start.hed	508.50,  0.241239,7.846,4.747,1
8218	start.hed	505.11,  1.353473,4.559,-4.947,1
8847	start.hed	509.80,  -1.865741,-8.237,0.629,1
9908	start.hed	506.94,  2.373373,7.497,-3.023,1
9967	start.hed	512.91,  0.809827,5.761,4.254,1
10291	start.hed	507.82,  1.129321,-0.954,5.796,0
11211	start.hed	526.06,  -2.808953,-9.500,-3.665,1
11519	start.hed	508.00,  -2.776654,-6.733,8.552,1
11630	start.hed	509.66,  -2.776921,-6.750,8.544,1
12009	start.hed	505.88,  1.176099,8.681,10.425,0
11885	start.hed	508.40,  -1.059267,-11.531,1.572,0
12388	start.hed	507.48,  1.185091,-0.827,3.519,0
15055	start.hed	510.10,  -2.289412,-4.604,-5.372,1
15060	start.hed	508.49,  0.189246,-4.134,2.531,0
