#LST
660	proj.img
454	start.hed	505.60,  -1.005782,-1.468,1.427,0
132	start.hed	517.39,  -0.499658,-4.335,0.646,0
594	start.hed	506.27,  1.166132,-12.074,-1.018,1
980	start.hed	506.13,  0.239820,-1.420,5.767,0
1687	start.hed	508.22,  -0.878678,-3.204,2.493,0
3154	start.hed	505.11,  -1.256605,-2.303,-1.522,0
3103	start.hed	508.76,  1.078953,2.097,0.178,1
3237	start.hed	505.18,  -1.258782,-2.496,-1.272,0
3729	start.hed	516.34,  0.812982,1.236,4.716,0
4425	start.hed	506.17,  -1.302411,-0.239,2.609,1
4538	start.hed	508.32,  -2.432069,-3.900,-7.102,0
4662	start.hed	505.56,  2.273689,3.813,-1.513,0
4887	start.hed	506.62,  0.487673,5.775,3.479,1
5422	start.hed	511.28,  -2.551017,0.795,-3.291,0
5377	start.hed	504.44,  -0.828388,-10.213,-1.063,0
5632	start.hed	511.96,  -3.184761,1.623,-2.349,1
6325	start.hed	514.59,  0.819816,2.706,2.192,1
6783	start.hed	511.29,  0.455391,-1.524,6.186,0
6667	start.hed	505.81,  2.983129,-0.529,2.074,1
7170	start.hed	510.54,  -0.230384,-10.000,-10.000,1
7260	start.hed	501.50,  0.085178,-2.690,7.319,0
8710	start.hed	502.97,  0.386603,-8.744,7.504,0
9122	start.hed	504.36,  1.179958,2.471,-1.784,1
9633	start.hed	504.64,  2.191624,7.907,-7.209,1
9542	start.hed	500.36,  1.504697,0.579,-1.492,1
9560	start.hed	503.02,  -2.392107,-5.171,-4.304,1
10988	start.hed	508.46,  2.583110,-3.713,-2.280,1
11805	start.hed	507.80,  -1.931082,-0.833,-3.358,1
11904	start.hed	510.99,  0.625179,-2.322,5.502,0
12287	start.hed	510.99,  -1.178152,-5.646,2.134,0
13308	start.hed	502.28,  -0.526197,-3.231,10.735,1
14661	start.hed	510.42,  3.066191,-0.042,-1.083,0
14747	start.hed	503.49,  -0.563197,-3.966,1.259,1
14834	start.hed	510.95,  3.067141,-0.061,-1.046,0
15132	start.hed	507.03,  2.192023,6.466,-0.419,0
