#LST
215	proj.img
383	start.hed	499.19,  -0.573956,-10.909,3.919,0
314	start.hed	503.28,  2.179128,2.466,-10.859,1
807	start.hed	507.34,  2.284881,5.998,-1.165,1
1675	start.hed	515.10,  -0.226465,1.203,4.738,1
2081	start.hed	502.23,  2.729908,0.911,-3.493,1
2428	start.hed	508.13,  2.197179,10.845,0.361,0
3773	start.hed	510.77,  2.786542,0.452,-8.126,1
3458	start.hed	507.62,  -1.734039,-4.264,0.029,1
3891	start.hed	513.54,  3.015305,4.565,-7.755,0
4257	start.hed	504.74,  -1.764955,-6.192,2.396,1
5096	start.hed	510.37,  2.836085,-1.615,-3.351,1
5755	start.hed	512.89,  -3.079787,-2.083,-3.642,1
5864	start.hed	506.33,  0.236808,5.563,4.460,1
6134	start.hed	508.14,  -1.712183,-4.717,1.124,1
6551	start.hed	499.60,  -2.047875,-0.206,2.069,1
7246	start.hed	501.59,  0.601458,6.555,3.945,1
7975	start.hed	504.31,  -0.938331,-1.744,4.865,0
8220	start.hed	504.80,  -1.988320,-5.258,-0.036,1
8496	start.hed	509.67,  1.984645,-9.468,3.199,1
8993	start.hed	505.40,  -1.702350,0.851,-4.459,0
9100	start.hed	504.79,  -0.909505,-4.281,1.439,0
9393	start.hed	503.49,  -1.000683,-2.880,1.437,0
9587	start.hed	502.52,  -2.532456,-6.414,-2.122,1
10019	start.hed	505.73,  -0.187127,-4.882,5.522,0
12899	start.hed	506.34,  2.471367,5.879,-1.476,0
14372	start.hed	506.70,  -2.591690,-1.011,-1.844,1
14920	start.hed	506.80,  1.067351,2.356,0.708,1
14940	start.hed	508.69,  0.382579,-0.573,6.791,0
15065	start.hed	508.03,  -2.432668,4.646,-13.407,1
15278	start.hed	510.07,  1.021549,4.793,3.396,0
