#LST
370	proj.img
214	start.hed	502.07,  0.578882,5.258,6.161,1
825	start.hed	512.01,  -2.194948,-4.922,-4.465,0
1793	start.hed	515.34,  -1.969327,-8.689,-3.677,1
2278	start.hed	511.99,  -3.140511,-0.035,-6.958,0
2658	start.hed	528.77,  0.161966,-0.050,13.137,1
2873	start.hed	506.54,  2.329675,5.116,-6.478,1
4568	start.hed	510.93,  -2.764832,-2.292,-3.693,0
4824	start.hed	509.79,  -2.834132,-3.796,-7.196,1
5582	start.hed	507.90,  -0.546573,7.567,-12.382,1
5424	start.hed	509.90,  1.283572,6.559,3.595,0
5370	start.hed	504.13,  1.622914,9.461,-2.203,1
6318	start.hed	512.67,  1.492068,13.218,-2.651,1
6892	start.hed	502.80,  1.572548,3.981,-0.056,0
8081	start.hed	505.98,  2.977118,0.737,-4.481,0
8395	start.hed	507.18,  -2.542542,3.525,-9.430,0
8908	start.hed	512.93,  -2.848721,-0.202,-8.394,0
9179	start.hed	508.12,  -0.125925,-8.598,4.989,0
9701	start.hed	501.53,  -0.269852,-2.919,6.859,1
10211	start.hed	510.41,  1.266601,5.464,1.108,1
10256	start.hed	507.16,  1.078937,8.187,-0.592,1
10394	start.hed	503.39,  2.197603,9.818,-7.436,0
10669	start.hed	507.13,  -0.422928,-6.446,7.290,1
10951	start.hed	508.01,  -1.229949,-10.161,9.081,1
11200	start.hed	508.06,  0.438394,-0.959,0.217,0
11087	start.hed	505.98,  2.977118,0.737,-4.481,0
11746	start.hed	506.53,  -1.624287,-0.514,-0.419,0
12529	start.hed	506.82,  1.312945,3.510,0.611,1
12861	start.hed	505.81,  -1.068476,-6.203,5.461,0
12886	start.hed	507.55,  -1.922345,-5.995,-0.762,0
12894	start.hed	502.83,  -3.166888,3.329,-4.654,0
12976	start.hed	508.96,  1.391690,6.311,-0.113,1
