#LST
583	proj.img
891	start.hed	502.08,  0.746670,4.136,5.729,0
278	start.hed	508.43,  1.056868,9.447,-2.041,1
483	start.hed	510.37,  1.625385,5.428,-0.417,1
486	start.hed	503.07,  -1.838261,-12.952,6.454,1
565	start.hed	510.93,  3.115454,8.633,-6.362,0
2296	start.hed	506.20,  -2.658921,-0.816,-3.050,0
3033	start.hed	508.88,  -2.928109,2.718,-8.127,0
3068	start.hed	507.11,  -0.391097,-5.753,10.699,1
3844	start.hed	507.64,  -1.586753,-4.864,-3.819,0
4560	start.hed	502.49,  2.180541,11.131,5.806,1
4666	start.hed	502.42,  2.299948,-9.102,2.125,1
4751	start.hed	506.91,  -0.881006,-6.652,3.330,0
6036	start.hed	508.19,  -1.398581,-3.536,5.948,1
5916	start.hed	504.65,  1.542567,3.168,-4.322,1
7417	start.hed	501.61,  -0.216937,3.138,5.473,1
7881	start.hed	521.53,  -2.776793,4.780,-6.218,0
7957	start.hed	507.67,  0.468136,9.780,-7.949,1
8398	start.hed	503.75,  -0.581253,5.677,8.771,1
12446	start.hed	511.79,  -0.948155,-4.172,10.207,1
12830	start.hed	507.48,  -2.072109,-8.906,5.086,1
13876	start.hed	510.35,  -0.003561,-1.960,4.086,0
14432	start.hed	505.38,  -0.783202,-12.331,-4.777,0
14472	start.hed	507.99,  -1.267764,-3.588,5.338,1
14958	start.hed	511.23,  -1.926489,-6.222,3.427,1
14984	start.hed	511.98,  -3.166397,-9.147,-2.745,1
15165	start.hed	508.41,  -2.711171,3.433,-3.601,0
