#LST
666	proj.img
1012	start.hed	504.59,  1.126840,7.218,2.537,1
1115	start.hed	505.71,  1.145279,2.106,0.312,1
610	start.hed	511.49,  2.880841,1.633,-1.624,1
170	start.hed	508.38,  -2.568218,-0.186,-3.097,1
1539	start.hed	512.85,  -2.589998,-2.831,-8.119,1
1654	start.hed	513.05,  2.136926,8.638,-4.561,1
1935	start.hed	507.63,  -1.140019,-2.083,3.026,1
3010	start.hed	507.52,  -1.439040,-7.274,4.069,1
3474	start.hed	511.66,  2.781021,-1.006,-4.438,0
3753	start.hed	511.38,  2.950655,1.534,-4.911,0
3414	start.hed	510.58,  -2.052884,-5.279,-2.605,0
3594	start.hed	511.93,  -0.262107,-0.939,6.762,0
3829	start.hed	515.69,  1.265249,4.175,0.782,0
3929	start.hed	507.94,  -2.751058,-0.770,-4.126,0
4384	start.hed	515.75,  -2.266190,-3.233,-2.431,1
4436	start.hed	508.62,  -0.292419,-0.570,4.776,0
5099	start.hed	505.49,  3.055239,1.803,-7.190,0
6131	start.hed	506.46,  -0.480915,-3.744,5.507,0
7122	start.hed	503.66,  0.128045,-0.197,6.277,1
7150	start.hed	502.88,  0.472808,0.968,8.382,0
7157	start.hed	505.32,  0.130741,-10.131,-1.206,1
7549	start.hed	504.14,  -0.244752,-2.885,4.661,0
8602	start.hed	513.13,  -0.088788,-0.491,12.592,1
8726	start.hed	509.84,  -0.151517,0.686,6.983,1
8476	start.hed	510.43,  1.398378,5.006,4.674,0
10089	start.hed	503.70,  0.215395,0.726,-0.219,1
10693	start.hed	511.05,  -0.821499,-3.873,2.533,0
10954	start.hed	512.17,  0.548418,3.290,5.399,1
11735	start.hed	507.60,  -1.245504,-0.610,0.101,1
12042	start.hed	510.01,  -2.177337,-10.668,-6.910,0
12169	start.hed	510.01,  -2.177337,-10.668,-6.910,0
12314	start.hed	508.30,  -0.085822,0.074,5.326,1
12711	start.hed	505.91,  0.987490,3.213,2.217,1
13382	start.hed	507.31,  1.287856,6.045,0.990,1
14015	start.hed	507.82,  2.137605,5.408,-1.883,0
14174	start.hed	513.47,  -0.895126,-5.323,0.292,0
14774	start.hed	507.62,  -1.138566,-8.916,1.799,0
14948	start.hed	519.91,  -3.014838,-0.318,-5.466,0
15338	start.hed	511.32,  -0.764409,1.660,5.149,1
