#LST
155	proj.img
695	start.hed	505.16,  -2.395205,-0.457,0.357,1
905	start.hed	503.06,  -0.304776,-4.125,10.564,0
915	start.hed	507.29,  -1.637361,-7.567,-1.768,0
1121	start.hed	509.57,  -2.865517,1.569,-12.675,0
1967	start.hed	504.92,  -1.260438,-9.471,6.678,0
4242	start.hed	512.14,  1.233490,7.392,2.017,1
5556	start.hed	512.43,  0.877900,-6.759,-3.505,1
5881	start.hed	509.36,  2.097473,3.498,-1.979,0
6475	start.hed	503.32,  2.822735,2.245,-2.265,1
7668	start.hed	510.75,  -0.081447,-6.756,9.441,1
8701	start.hed	503.40,  -0.777167,1.457,-3.969,1
8946	start.hed	509.10,  -1.071769,-1.244,0.781,1
9269	start.hed	507.16,  -1.419819,1.392,3.182,0
9400	start.hed	504.40,  1.570796,0.000,1.000,0
9975	start.hed	518.43,  -0.978983,-2.053,0.065,1
10217	start.hed	510.10,  3.094311,0.648,-5.756,1
11936	start.hed	505.75,  -1.263111,-1.326,-0.686,0
13195	start.hed	508.79,  2.891250,8.399,-9.384,0
13534	start.hed	508.79,  2.891250,8.399,-9.384,0
14058	start.hed	505.14,  -2.281983,-0.566,-1.710,0
14582	start.hed	521.56,  -0.350265,-2.753,5.687,1
14959	start.hed	507.74,  1.142299,1.702,1.008,1
15021	start.hed	512.99,  2.050256,4.443,-0.119,1
15162	start.hed	516.28,  1.959516,-10.505,-4.171,0
