#LST
192	proj.img
3	start.hed	513.34,  -2.301324,-4.467,0.076,0
18	start.hed	509.90,  2.332304,2.379,-2.192,0
355	start.hed	507.81,  -1.631074,-3.005,1.694,0
1875	start.hed	506.50,  2.699468,-9.452,4.705,0
2462	start.hed	511.45,  0.300191,4.491,0.264,0
4346	start.hed	512.68,  2.858553,-0.511,-6.020,1
4935	start.hed	502.18,  2.055299,4.234,-1.964,1
5032	start.hed	508.88,  -0.397965,-0.890,1.558,0
6660	start.hed	506.95,  2.537595,4.823,-3.008,0
7184	start.hed	502.21,  -1.749699,-5.455,-4.904,1
7729	start.hed	495.43,  -2.959510,4.998,-9.214,0
7967	start.hed	499.55,  1.910087,9.868,1.883,1
9919	start.hed	508.12,  2.441268,9.470,-6.947,0
10942	start.hed	510.34,  -2.203310,-9.717,9.049,1
11774	start.hed	510.54,  -2.228496,-8.434,-8.716,0
11806	start.hed	506.82,  -1.084359,-0.521,3.136,1
12325	start.hed	508.88,  -2.999844,0.235,-1.129,1
12363	start.hed	502.48,  -2.068163,1.895,-3.856,1
12576	start.hed	503.47,  -0.899459,9.147,5.561,0
13430	start.hed	508.08,  1.413475,8.790,2.771,0
13692	start.hed	512.65,  0.487938,2.658,2.155,1
13743	start.hed	515.74,  0.486890,7.666,5.792,1
14133	start.hed	512.48,  -1.709962,-1.043,1.617,0
14506	start.hed	508.60,  -2.421275,2.028,7.039,0
15164	start.hed	510.63,  2.616597,2.102,-4.079,0
