#LST
654	proj.img
351	start.hed	503.76,  -1.965850,-6.038,2.099,1
121	start.hed	506.00,  2.328043,9.051,-3.146,0
630	start.hed	508.90,  -2.687825,-2.280,-5.539,1
843	start.hed	507.16,  -1.217233,-5.250,0.557,0
953	start.hed	504.98,  0.241599,2.643,8.383,0
1300	start.hed	506.12,  -0.467481,-0.242,6.188,1
1963	start.hed	512.07,  2.883133,3.544,-7.049,1
2435	start.hed	508.26,  -1.406850,-5.371,0.360,0
2557	start.hed	510.26,  -2.892072,-0.055,-5.256,0
2587	start.hed	513.38,  3.003773,1.378,-5.989,0
2628	start.hed	506.28,  2.616726,0.030,-6.007,1
2764	start.hed	508.57,  0.777815,6.045,-10.349,1
3014	start.hed	508.62,  3.072407,1.366,-4.895,1
3066	start.hed	504.60,  -3.007031,0.342,-5.249,1
4407	start.hed	512.72,  -2.631317,0.814,-4.686,0
4153	start.hed	508.64,  1.884658,10.383,-4.531,1
4477	start.hed	508.36,  2.154517,11.437,-8.844,0
4925	start.hed	512.48,  0.216606,0.020,7.114,0
4933	start.hed	510.38,  0.242839,3.898,7.184,1
5064	start.hed	503.70,  0.271451,7.102,8.645,1
5212	start.hed	506.73,  2.072844,6.942,-8.572,1
5249	start.hed	503.53,  1.672373,13.025,-6.177,0
5260	start.hed	503.09,  0.718477,7.942,1.151,0
5395	start.hed	499.90,  -1.995065,-9.970,-1.133,1
6478	start.hed	508.72,  2.256307,2.570,-6.007,1
6920	start.hed	504.44,  1.491763,9.538,0.899,1
8088	start.hed	510.36,  1.096016,1.244,4.905,0
8741	start.hed	503.55,  -1.972458,3.507,-13.912,0
8974	start.hed	506.07,  -1.109667,-5.583,0.498,0
9061	start.hed	501.96,  -1.107297,11.820,3.879,0
10044	start.hed	509.76,  -0.389291,-4.411,3.064,1
10057	start.hed	509.40,  -0.654621,-1.641,3.085,1
10674	start.hed	502.26,  0.481727,8.333,-0.271,0
11094	start.hed	510.36,  1.096016,1.244,4.905,0
12101	start.hed	507.65,  0.420591,-11.903,-4.665,0
12228	start.hed	507.65,  0.420591,-11.903,-4.665,0
13335	start.hed	502.66,  0.609794,3.381,3.625,0
13593	start.hed	512.44,  0.611528,0.658,6.371,0
14754	start.hed	509.86,  -2.928321,0.296,-6.420,1
15207	start.hed	509.19,  -1.191084,-11.205,7.853,0
