#LST
412	proj.img
1916	start.hed	509.40,  0.811545,6.578,1.110,1
1808	start.hed	506.76,  -2.572470,-4.139,-4.256,1
2256	start.hed	509.67,  -2.677558,-7.104,-0.757,1
2139	start.hed	507.93,  -1.484102,-4.274,0.552,1
2367	start.hed	569.98,  -0.607173,-0.637,5.183,1
2511	start.hed	510.64,  -2.009262,-2.228,2.942,1
4071	start.hed	508.67,  0.349828,-3.424,10.264,0
3989	start.hed	505.73,  0.243850,2.314,9.778,0
4651	start.hed	507.91,  -2.390862,-9.043,3.642,1
5144	start.hed	501.08,  1.865494,-13.060,-3.159,0
5416	start.hed	513.58,  -1.192435,0.678,-0.207,0
5716	start.hed	504.21,  -2.719830,-3.807,-0.548,1
7037	start.hed	508.24,  0.950122,5.484,8.994,0
7895	start.hed	508.51,  -1.854651,2.136,-5.946,0
8053	start.hed	510.96,  -1.503896,-6.831,-1.000,0
8610	start.hed	512.13,  2.777878,5.256,-7.309,1
8730	start.hed	503.28,  1.056283,2.954,6.013,0
10023	start.hed	508.30,  -2.049187,-1.566,-4.896,0
10035	start.hed	503.45,  1.214232,2.214,6.161,0
10179	start.hed	510.72,  -0.515587,-3.909,7.855,1
10877	start.hed	511.10,  -3.250612,-4.024,-5.758,1
10891	start.hed	511.00,  -2.111479,-13.005,-6.250,0
11058	start.hed	510.96,  -1.503896,-6.831,-1.000,0
11281	start.hed	503.79,  -0.873919,-3.111,5.599,1
11339	start.hed	512.53,  -0.902932,-7.446,1.524,0
12001	start.hed	506.23,  -1.450233,-9.364,-3.569,1
12525	start.hed	508.84,  0.826150,5.881,-3.821,1
12765	start.hed	504.42,  2.385870,11.217,1.287,0
12653	start.hed	503.09,  -2.416482,-5.442,5.680,1
12821	start.hed	508.21,  0.824658,5.879,-3.796,1
13864	start.hed	508.42,  -0.665998,-1.851,6.573,1
14426	start.hed	514.72,  -0.687162,10.567,7.513,1
