#LST
591	proj.img
1040	start.hed	505.45,  -2.409613,-10.991,-9.671,1
1239	start.hed	509.76,  1.486264,3.110,-6.597,1
154	start.hed	519.45,  0.000664,-5.952,9.025,1
824	start.hed	507.29,  -0.091949,1.749,6.772,0
1474	start.hed	506.54,  -0.641763,-4.506,3.580,0
2336	start.hed	498.16,  1.970887,0.700,10.488,0
2497	start.hed	516.12,  -1.791502,-2.344,-3.015,0
2813	start.hed	506.66,  1.803730,6.325,-3.099,1
3089	start.hed	507.95,  -2.752621,-2.726,-4.864,1
4715	start.hed	508.07,  2.444449,6.223,-3.194,0
5082	start.hed	507.89,  0.910313,3.089,3.204,0
5130	start.hed	505.63,  1.094623,8.594,0.446,1
5213	start.hed	514.20,  -0.586191,-1.525,9.156,0
5391	start.hed	508.38,  0.544301,1.680,3.624,0
5609	start.hed	515.45,  1.757932,3.802,-3.908,1
5905	start.hed	509.46,  -0.137952,2.919,10.077,1
6570	start.hed	509.22,  -0.492627,2.091,6.847,1
7413	start.hed	506.73,  0.914931,5.005,1.057,1
7654	start.hed	510.90,  -0.502777,-7.595,2.028,1
8175	start.hed	507.91,  -0.700577,-5.259,2.911,0
9679	start.hed	509.22,  0.646479,0.020,3.576,1
9988	start.hed	505.60,  2.610605,4.667,-4.948,1
10887	start.hed	507.23,  1.384576,5.759,3.525,0
11304	start.hed	505.95,  -1.293906,-5.957,1.096,0
12277	start.hed	511.48,  2.562638,-0.048,-5.539,1
12986	start.hed	510.16,  -1.497993,1.990,8.413,1
13615	start.hed	506.08,  -0.127527,0.256,4.296,1
14354	start.hed	506.63,  -1.076898,-3.394,6.003,1
14485	start.hed	507.69,  -2.307548,-3.407,-7.246,1
14726	start.hed	507.53,  2.226996,1.597,-6.244,1
14813	start.hed	501.52,  -0.026167,2.465,8.439,1
14946	start.hed	512.65,  0.548589,2.942,5.475,1
