#LST
634	proj.img
13	start.hed	517.48,  -2.584228,-4.910,-3.088,0
1252	start.hed	506.84,  -0.798431,14.333,-2.175,1
105	start.hed	511.03,  3.142205,1.048,-3.872,1
190	start.hed	508.42,  0.920575,5.118,1.417,1
1903	start.hed	509.15,  0.892732,5.829,3.969,1
2458	start.hed	512.54,  -1.488041,-4.009,1.061,0
2002	start.hed	500.03,  0.307425,-8.854,9.205,0
3724	start.hed	513.04,  -0.836238,-1.802,1.733,0
3918	start.hed	517.26,  -0.476627,-1.907,3.830,0
4032	start.hed	509.49,  0.366176,-0.230,4.087,1
3948	start.hed	516.47,  -0.798653,-3.926,0.546,1
3952	start.hed	505.44,  -2.962700,-1.480,-4.006,1
4844	start.hed	507.68,  1.933918,6.780,-2.851,1
4932	start.hed	505.86,  -0.203615,-2.024,6.020,0
6064	start.hed	511.58,  0.305648,-2.305,8.742,1
6477	start.hed	503.10,  -2.766800,-0.536,-3.269,0
7178	start.hed	503.62,  -0.239277,2.410,7.087,1
7294	start.hed	506.67,  -0.399682,12.956,0.137,0
7763	start.hed	504.56,  0.577139,0.353,5.379,0
8665	start.hed	508.67,  -1.120846,-6.074,3.893,1
9944	start.hed	514.02,  -2.547619,-0.868,-4.316,1
10872	start.hed	504.16,  1.323671,4.228,2.452,0
12331	start.hed	504.45,  -2.081230,-6.168,-1.702,1
12700	start.hed	520.16,  -0.852955,-1.696,2.685,0
13808	start.hed	502.62,  -2.918340,-2.211,-3.033,1
14009	start.hed	507.71,  1.177297,5.176,1.088,0
14989	start.hed	511.07,  -2.446755,-0.880,-3.055,1
